id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
0401,10097.0,121.0,2013.0,3786.0,3168.0,849.0,95.0,65.0,550.0,33542.0,6165.0,968.0,6134.0,10065.0,194.0,264.0,24.0,37.0,48.0,750.0,5833.0,9823.0,12030306
0402,21895.0,1369.0,3000.0,6072.0,5750.0,2773.0,1351.0,1580.0,12908.0,83464.0,18920.0,3908.0,18189.0,20535.0,1897.0,3105.0,280.0,641.0,560.0,1731.0,14440.0,18078.0,44222799
0403,78464.0,3868.0,15616.0,27149.0,19336.0,7984.0,2938.0,1573.0,12570.0,264009.0,60084.0,5085.0,57294.0,75024.0,98.0,119.0,42.0,76.0,84.0,4945.0,57101.0,74842.0,72552423
0404,29077.0,948.0,5381.0,8656.0,7561.0,3534.0,1617.0,1380.0,11720.0,107014.0,25227.0,4837.0,24512.0,28263.0,1631.0,2991.0,304.0,883.0,608.0,2902.0,20637.0,26024.0,48494662
0405,44328.0,2491.0,8540.0,14688.0,11113.0,4566.0,1869.0,1061.0,8234.0,150365.0,33882.0,2986.0,32723.0,42808.0,122.0,192.0,37.0,75.0,74.0,2827.0,32457.0,42612.0,48618706
0406,36.0,4.0,5.0,11.0,5.0,4.0,3.0,4.0,45.0,150.0,43.0,18.0,38.0,28.0,12.0,21.0,4.0,10.0,8.0,2.0,7.0,8.0,4061757
