id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
01100102,Großer Tiergarten,1163,85,341,371,248,75,33,10,96,3541,1059,56,1054,1159,6,8,3,4,6,47,1042,1147,1100102
01100103,Lützowstraße,2898,314,666,1006,604,185,84,39,339,8848,2124,245,1984,2628,26,44,35,79,70,184,1861,2532,1100103
01100104,Körnerstraße,2496,460,457,802,536,171,44,26,203,7246,1710,149,1511,1984,2,2,6,12,12,141,1497,1970,1100104
01100205,Wilhelmstraße,1493,56,318,532,332,179,46,30,230,5017,1286,83,1140,1377,2,6,3,6,6,78,1128,1369,1100205
01100206,Unter den Linden,1254,47,237,400,339,151,50,30,255,4387,1242,94,861,954,12,30,3,11,6,79,820,936,1100206
01100207,Leipziger Straße,4578,144,1342,1629,986,341,77,59,451,14277,3429,200,3236,4378,34,95,13,38,26,153,3103,4318,1100207
01100308,Charitéviertel,4839,315,1302,1627,1007,398,124,66,501,15063,3791,378,3363,4348,67,106,16,43,32,295,3213,4249,1100308
01100309,Oranienburger Straße,7465,288,1408,2434,2075,889,273,98,740,25529,6020,710,5541,6968,32,38,17,41,34,661,5461,6902,1100309
01100310,Alexanderplatzviertel,6111,292,1837,1556,1839,452,95,40,309,19129,3909,308,3846,6030,7,13,6,13,12,295,3819,6011,1100310
01100311,Karl-Marx-Allee,4861,75,1006,1715,1374,650,36,5,40,16234,3041,203,3029,4846,6,3,3,6,6,194,3020,4834,1100311
01100312,Heine-Viertel West,5927,804,1471,1891,1408,263,73,17,149,16953,3859,286,3652,5695,17,33,6,14,12,263,3604,5666,1100312
01100313,Heine-Viertel Ost,5950,591,1391,2109,1459,316,69,15,122,17652,3935,309,3615,5364,38,51,2,2,4,269,3562,5322,1100313
01100414,Nordbahnhof,2938,144,812,1076,624,220,41,21,155,8993,2231,155,2070,2740,3,3,1,2,2,151,2064,2735,1100414
01100415,Invalidenstraße,7862,536,1881,2834,1767,628,161,55,419,24393,5729,600,5318,7276,50,84,8,16,16,542,5219,7210,1100415
01100416,Arkonaplatz,7862,435,1932,2808,1852,630,160,45,350,24591,5697,580,5399,7404,10,12,10,28,20,560,5359,7374,1100416
01200517,Huttenkiez,2079,208,772,773,239,66,15,6,42,5489,1280,121,1210,1955,9,10,4,8,8,108,1192,1938,1200517
01200518,Beusselkiez,3814,574,1320,1175,551,156,35,3,27,9960,2269,206,2142,3582,1,0,–,–,–,205,2142,3581,1200518
01200519,Emdener Straße,5457,456,1807,2081,844,202,58,9,67,15114,3407,297,3298,5306,1,1,2,2,4,294,3295,5301,1200519
01200520,Bremer Straße,5658,512,1799,1858,1062,318,88,21,157,16207,3678,334,3532,5407,2,2,1,1,2,331,3529,5403,1200520
01200521,Zwinglistraße,2825,320,871,958,434,193,33,16,121,7956,1819,182,1790,2778,3,2,1,1,2,178,1786,2773,1200521
01200522,Elberfelder Straße,6872,605,1587,2389,1537,547,172,35,261,21122,4924,426,4782,6677,5,5,2,3,4,419,4773,6668,1200522
01200623,Stephankiez,6011,508,1647,1836,1387,442,145,46,340,18278,4153,402,4081,5920,32,54,–,–,–,370,4027,5888,1200623
01200624,Heidestraße,3236,411,863,1013,657,224,63,5,36,9338,2187,189,2024,3021,21,20,3,5,6,165,1999,2994,1200624
01200625,Lübecker Straße,3347,230,788,1264,801,202,52,10,85,10209,2243,259,2193,3266,2,3,1,1,2,256,2189,3262,1200625
01200626,Thomasiusstraße,3472,346,968,1181,632,200,119,26,187,10254,2432,223,2300,3257,4,2,4,6,8,215,2291,3245,1200626
01200627,Zillesiedlung,1360,95,307,459,304,146,48,1,8,4328,939,101,939,1359,10,11,2,7,4,89,921,1345,1200627
01200628,Lüneburger Straße,2151,161,671,674,447,128,58,12,88,6389,1440,128,1417,2122,1,1,–,–,–,127,1416,2121,1200628
01200629,Hansaviertel,3873,964,825,959,789,242,77,17,127,10446,2411,196,2293,3275,34,43,4,7,8,158,2243,3233,1200629
01300730,Drontheimer Straße,3280,192,874,1415,631,130,28,10,76,9603,2085,242,2038,3221,9,5,4,5,8,229,2027,3204,1300730
01300731,Koloniestraße,4364,270,1376,1582,883,211,26,16,131,12642,2843,296,2771,4255,12,16,12,20,24,272,2735,4219,1300731
01300732,Soldiner Straße,4640,394,1113,1899,956,216,49,13,95,13610,2996,373,2960,4549,6,5,2,2,4,365,2952,4539,1300732
01300733,Gesundbrunnen,5787,690,1347,1845,1408,420,62,15,112,17135,3619,414,3586,5740,42,32,2,3,4,370,3551,5694,1300733
01300834,Brunnenstraße,6400,236,1246,2214,2037,534,131,2,15,20989,4287,421,4167,6200,6,4,4,9,8,411,4155,6186,1300834
01300835,Humboldthain Süd,5284,731,1357,1946,952,260,36,2,14,14621,3230,309,3129,5062,18,16,3,5,6,288,3107,5038,1300835
01300836,Humboldthain Nordwest,7604,828,2028,2430,1761,462,69,26,200,22142,4755,466,4616,7324,8,13,5,7,10,453,4596,7306,1300836
01400937,Afrikanische Straße,6225,289,933,3542,1178,223,48,12,94,18990,3637,651,3612,6170,15,22,24,28,48,612,3561,6107,1400937
01400938,Kameruner Straße,5137,403,1362,1890,1148,251,60,23,186,15190,3345,402,3291,5056,97,109,8,13,16,297,3169,4943,1400938
01400939,Glasgower Straße,3164,267,821,1244,694,116,18,4,30,9135,1954,232,1818,2931,7,5,5,7,10,220,1807,2914,1400939
01400940,Schillerpark,3943,23,506,1722,1466,208,14,4,29,13218,2343,366,2307,3839,3,3,2,3,4,361,2300,3832,1400940
01400941,Londoner Straße,2127,76,537,758,615,122,16,3,36,6626,1382,219,1374,2115,39,35,3,4,6,177,1335,2070,1400941
01400942,Westliche Müllerstraße,4731,531,1294,1841,807,189,39,30,243,13292,3001,312,2850,4452,2,2,4,6,8,306,2842,4442,1400942
