id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
05100102,Am Forstacker,2527,179,338,1123,727,125,28,7,49,7974,1609,279,1592,2475,36,41,14,23,28,229,1528,2411,5100102
05100103,Mertensstraße,3164,379,627,1116,641,332,68,1,7,9620,2020,256,1981,3079,54,56,2,3,4,200,1922,3021,5100103
05100104,Maselake,2560,115,690,1139,445,154,17,–,–,7564,1697,203,1678,2534,5,4,–,–,–,198,1674,2529,5100104
05100105,Amorbacher Weg,4293,226,420,1453,1176,566,244,208,1627,16050,3369,1436,3360,4284,906,1187,116,215,232,414,1959,3146,5100105
05100206,Griesingerstraße,1477,7,475,269,402,204,69,51,389,5195,1067,390,1026,1358,343,402,11,20,22,36,604,993,5100206
05100207,An der Tränke,1028,–,247,189,236,182,88,86,652,4095,975,548,975,1027,458,589,27,45,54,63,341,515,5100207
05100208,Im Spektefeld,5039,217,1126,1873,1038,545,141,99,741,16552,3701,882,3676,5000,625,746,48,94,96,209,2837,4279,5100208
05100209,Westerwaldstraße,7025,558,2568,2329,1128,413,18,11,87,19453,4631,445,4590,6890,87,97,–,–,–,358,4493,6803,5100209
05100210,Germersheimer Platz,4588,80,851,2283,1262,93,15,4,30,14264,2646,550,2638,4578,3,2,1,1,2,546,2635,4573,5100210
05100211,An der Kappe,3025,62,467,850,779,447,263,157,1228,11703,2550,1365,2541,3016,1043,1246,110,193,220,212,1103,1753,5100211
05100312,Eckschanze,2321,181,379,1127,531,78,25,–,–,6984,1382,246,1368,2300,13,14,3,7,6,230,1347,2281,5100312
05100313,Eiswerder,2759,54,620,1013,722,314,28,8,59,9018,1966,251,1835,2547,85,112,13,28,26,153,1694,2436,5100313
05100314,Kurstraße,3748,471,952,1299,744,240,33,9,65,10711,2380,309,2283,3572,8,8,4,5,8,297,2270,3556,5100314
05100315,Ackerstraße,3599,266,815,1280,861,274,68,35,278,11236,2458,369,2437,3566,19,22,6,9,12,344,2406,3535,5100315
05100316,Carl-Schurz-Straße,5826,181,843,2652,1697,364,64,25,196,19011,3607,746,3520,5707,50,58,28,43,56,668,3419,5601,5100316
05100317,Freiheit,1756,82,520,598,408,116,20,12,89,5337,1171,171,1131,1703,15,15,4,8,8,152,1109,1680,5100317
05200418,Isenburger Weg,1597,7,148,202,429,440,236,135,1054,7295,1725,1351,1711,1586,1248,1457,74,127,148,29,127,190,5200418
05200419,Am Heideberg,993,–,68,233,565,110,15,2,17,3752,598,487,594,988,298,207,37,49,74,152,338,616,5200419
05200420,Staakener Straße,2855,73,282,564,740,603,364,229,1778,12266,2679,1591,2640,2794,1307,1570,139,244,278,145,825,1209,5200420
05200421,Spandauer Straße,1995,39,449,611,512,192,145,47,365,7013,1476,471,1470,1989,298,387,14,36,28,159,1046,1663,5200421
05200422,Werkstraße,492,9,55,140,154,74,40,20,153,1918,410,184,406,489,118,152,11,21,22,55,233,349,5200422
05200423,Magistratsweg,3543,52,755,1620,863,220,24,9,71,11189,2323,330,2321,3541,109,122,34,51,68,187,2148,3364,5200423
05200524,Döberitzer Weg,1313,12,220,254,313,261,156,97,772,5479,1344,743,1336,1299,605,800,53,93,106,85,443,588,5200524
05200525,Pillnitzer Weg,1211,1,104,468,390,175,40,33,271,4559,1007,375,1007,1211,269,330,18,35,36,88,641,906,5200525
05200526,Rudolf-Wissell-Großsiedlung,2751,635,388,924,697,93,4,10,73,7533,1723,118,1677,2619,17,21,4,7,8,97,1649,2594,5200526
05200527,Maulbeerallee,4966,79,769,1717,1779,538,36,48,370,17160,3518,410,3471,4827,169,199,14,26,28,227,3245,4630,5200527
05200528,Weinmeisterhornweg,3781,193,563,985,966,604,254,216,1722,14404,3275,1410,3239,3729,1051,1391,113,212,226,246,1636,2452,5200528
05200629,Borkumer Straße,4577,246,885,1824,1278,286,36,22,176,14422,3039,410,2955,4444,31,45,4,9,8,375,2901,4405,5200629
05200630,Wilhelmstadt West,5635,292,966,2359,1491,397,115,15,117,18057,3775,606,3750,5607,35,38,6,12,12,565,3700,5560,5200630
05200631,Wilhelmstadt Ost,5008,89,852,2443,1314,259,41,10,74,15993,3177,559,3173,5003,42,53,5,8,10,512,3112,4951,5200631
05200632,Tiefwerder,1823,37,440,735,403,158,36,14,103,5843,1283,233,1268,1805,89,111,12,20,24,132,1137,1692,5200632
05200633,Graetschelsteig,971,–,115,447,320,72,12,5,38,3321,648,112,648,971,33,37,13,20,26,66,592,912,5200633
05200634,Börnicker Straße,2440,93,401,666,577,354,170,179,1438,9429,2263,904,2245,2410,639,892,67,152,134,198,1202,1637,5200634
05300735,Haveleck,1452,129,293,356,361,244,52,17,126,4885,1157,445,1157,1452,370,481,8,16,16,67,660,1066,5300735
05300736,Zitadellenweg,1416,1,41,410,680,252,23,9,73,5504,1052,373,1052,1416,280,267,9,15,18,84,770,1118,5300736
05300737,Gartenfelder Straße,6578,502,1092,2505,2038,358,62,21,156,20671,3849,783,3790,6455,117,142,20,29,40,646,3620,6298,5300737
05300838,Gartenfeld,8,–,5,–,2,–,–,1,8,26,8,3,8,8,1,3,–,–,–,2,5,7,5300838
05300839,Rohrdamm,3606,45,570,1326,898,601,114,52,390,12834,2484,551,2467,3588,196,224,9,16,18,346,2227,3374,5300839
05300840,Nonnendammallee,235,–,13,149,51,19,2,1,7,791,169,31,163,228,4,4,–,–,–,27,159,224,5300840
