id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
12100102,Hausotterplatz,4927,184,1298,1951,1140,273,63,18,141,15077,3123,552,3028,4777,22,32,20,39,40,510,2957,4715,12100102
12100103,Breitkopfbecken,4329,69,1007,2136,928,163,21,5,41,13185,2504,458,2451,4258,11,10,8,10,16,439,2431,4231,12100103
12100204,Schäfersee,4986,204,1179,2091,1113,353,39,7,54,15340,3093,590,3070,4954,100,92,3,4,6,487,2974,4848,12100204
12100205,Teichstraße,7028,550,1109,2297,2383,594,58,37,289,22798,4424,948,4380,6973,252,264,43,72,86,653,4045,6635,12100205
12100206,Humboldtstraße,2660,36,444,1231,770,158,12,9,66,8625,1607,395,1593,2636,46,48,32,49,64,317,1496,2526,12100206
12200307,Reinickes Hof,1533,38,294,727,402,53,18,1,8,4796,952,261,941,1519,71,84,8,13,16,182,845,1432,12200307
12200308,Meller Bogen,3034,131,479,1147,998,213,52,14,111,10010,2024,361,2012,3020,130,148,14,27,28,217,1836,2862,12200308
12200309,Scharnweberstraße,5939,581,947,2496,1550,295,48,22,176,18102,3509,685,3366,5403,81,94,5,10,10,599,3261,5312,12200309
12200310,Klixstraße,3892,383,721,1303,1163,289,21,12,91,12048,2412,303,2406,3885,16,15,5,8,10,282,2383,3859,12200310
12200411,Schumacher-Quartier,168,–,7,28,78,28,25,2,17,717,137,71,133,163,47,45,7,10,14,17,79,102,12200411
12200412,Waldidyll/Flughafensee,2706,41,244,766,742,475,245,193,1522,11162,2508,1274,2466,2642,964,1227,101,181,202,209,1058,1476,12200412
12200413,Tegel Süd,4359,355,462,1940,1316,235,32,19,148,13878,2679,453,2653,4325,60,63,7,13,14,386,2577,4251,12200413
12200414,TXL,554,48,13,102,220,71,86,14,106,2237,492,326,492,554,285,295,9,16,18,32,181,251,12200414
12200515,Alt-Tegel,6369,388,1280,2309,1692,495,144,61,495,20477,4696,757,4647,6283,173,267,38,85,76,546,4296,6034,12200515
12400616,Konradshöhe/Tegelort,2867,32,211,563,777,646,350,288,2249,12830,3138,1822,3126,2855,1460,1926,168,324,336,194,876,1059,12400616
12400617,Alt-Heiligensee,2956,15,164,447,826,728,433,343,2641,13867,3341,2226,3307,2918,1900,2415,194,362,388,132,530,630,12400617
12400618,Heiligensee Nord,1704,21,108,348,528,420,178,101,778,7339,1635,1203,1602,1652,1063,1151,71,125,142,69,326,447,12400618
12400619,Heiligensee,3584,152,408,515,875,782,464,388,3025,15732,3719,2365,3684,3517,1971,2533,237,432,474,157,718,1072,12400619
12400720,Frohnau West,4046,60,270,765,971,806,538,636,5116,19153,4732,2402,4721,4030,1882,2883,173,362,346,347,1476,1802,12400720
12400721,Frohnau Ost,3763,50,274,664,876,731,541,627,4935,17930,4390,2345,4353,3721,1874,2793,182,390,364,289,1170,1483,12400721
12400722,Hermsdorf West,4452,215,495,810,1040,858,543,491,3921,19264,4574,2366,4471,4265,1791,2451,230,456,460,345,1563,2014,12400722
12400723,Hermsdorf Ost/Waldsee,3997,62,307,894,1075,793,460,406,3244,17627,4197,2181,4119,3914,1622,2165,223,443,446,336,1512,1846,12400723
12500824,Ziekowstraße/Freie Scholle,5755,126,752,2804,1230,460,242,141,1082,19796,4019,1850,4013,5745,1098,1187,101,173,202,651,2653,4445,12500824
12500825,Borsigwalde,4315,217,913,1868,856,286,114,61,466,13651,2898,860,2855,4216,330,390,51,89,102,479,2376,3784,12500825
12500926,Wittenau Mitte,2855,56,482,1232,772,175,81,57,449,9614,1897,668,1861,2807,337,397,39,70,78,292,1394,2392,12500926
12500927,Wittenau Nord,3287,16,425,1121,942,429,213,141,1067,12487,2803,990,2728,3131,583,755,78,139,156,329,1834,2392,12500927
12500928,Waidmannslust,2599,63,295,744,657,404,226,210,1685,10574,2413,1110,2391,2570,719,969,138,265,276,253,1156,1575,12500928
12500929,Lübars,2170,18,113,414,553,547,292,233,1814,9999,2328,1591,2307,2147,1381,1688,111,197,222,99,422,544,12500929
12500930,Wittenau Süd,4691,89,744,1633,1437,544,124,120,919,16607,3304,1208,3296,4685,723,801,64,102,128,421,2392,3834,12500930
12601031,Lübarser Straße,1505,10,200,561,296,254,87,97,757,5826,1261,635,1231,1469,473,574,73,129,146,89,528,850,12601031
