id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
08100102,Schillerpromenade Nord,4674,399,1273,1947,792,211,40,12,93,13342,2943,319,2895,4597,8,5,1,1,2,310,2889,4587,8100102
08100103,Schillerpromenade Süd,4499,400,1445,1838,654,137,17,8,67,12274,2682,299,2641,4433,2,1,–,–,–,297,2640,4431,8100103
08100104,Wartheplatz,3518,209,913,1640,567,149,25,15,107,10225,2169,242,2153,3491,3,3,–,–,–,239,2151,3488,8100104
08100105,Silbersteinstraße,2741,346,625,1056,578,99,24,13,112,7827,1809,189,1763,2577,3,4,1,2,2,185,1758,2572,8100105
08100206,Flughafenstraße,5174,271,1352,2185,1037,260,45,24,183,15431,3413,357,3338,5051,3,2,3,4,6,351,3332,5042,8100206
08100207,Rollberg,3379,132,686,1327,939,232,35,28,225,10836,2272,221,2269,3376,2,3,3,4,6,216,2262,3368,8100207
08100208,Körnerpark,6828,477,1730,2997,1293,274,45,12,88,19828,4281,500,4228,6751,3,3,4,5,8,493,4220,6740,8100208
08100209,Glasower Straße,4293,437,1020,1696,829,217,69,25,190,12570,2711,368,2542,3947,9,12,3,4,6,356,2526,3932,8100209
08100310,Maybachufer,4336,245,1151,1747,907,217,50,19,141,12942,2890,298,2844,4278,2,1,–,–,–,296,2843,4276,8100310
08100311,Reuterplatz,4275,243,1056,1957,770,204,36,9,70,12612,2746,297,2609,4091,3,3,3,7,6,291,2599,4082,8100311
08100312,Weichselplatz,6731,365,2033,2680,1280,286,73,14,108,19567,4240,442,4156,6580,4,2,–,–,–,438,4154,6576,8100312
08100313,Bouchéstraße,2301,65,428,1003,656,140,9,–,–,7308,1338,169,1338,2301,–,–,–,–,–,169,1338,2301,8100313
08100314,Donaustraße,4246,400,1361,1375,812,212,43,43,320,12133,2769,311,2708,4160,1,1,2,3,4,308,2704,4155,8100314
08100415,Ganghoferstraße,3368,196,809,1375,764,168,43,13,93,10186,2177,244,2131,3306,3,3,1,2,2,240,2127,3301,8100415
08100416,Alt-Rixdorf,3355,198,813,1177,817,277,40,33,248,10496,2378,326,2320,3275,29,36,7,13,14,290,2271,3232,8100416
08100417,Braunschweiger Straße,5192,393,1493,1998,907,308,81,12,92,15119,3344,348,3269,5069,2,2,1,1,2,345,3265,5065,8100417
08100418,Hertzbergplatz,5273,256,1189,2311,1108,361,40,8,63,16107,3268,381,3242,5240,4,3,1,2,2,376,3237,5234,8100418
08100419,Treptower Straße Nord,3632,302,1088,1468,642,113,14,5,40,10139,2134,249,2114,3602,2,2,3,4,6,244,2107,3594,8100419
08100520,Weiße Siedlung,2086,105,679,980,262,38,18,4,28,5777,1355,168,1352,2082,60,54,19,25,38,89,1273,1984,8100520
08100521,Schulenburgpark,4191,64,1098,1479,1162,290,90,8,58,13393,2613,542,2595,4171,191,184,23,34,46,328,2377,3934,8100521
08200622,Jahnstraße,2624,53,717,1069,587,147,43,8,60,8095,1633,236,1606,2588,17,24,10,20,20,209,1562,2551,8200622
08200623,Park am Buschkrug,2863,168,858,939,629,203,50,16,124,8656,1895,490,1871,2836,171,155,12,18,24,307,1698,2641,8200623
08200624,Tempelhofer Weg,4901,180,890,2314,1294,198,17,8,80,15250,2946,448,2919,4835,9,20,3,6,6,436,2893,4820,8200624
08200725,Mohriner Allee Nord,957,6,55,188,230,269,120,89,717,4382,1006,640,989,936,545,674,42,77,84,53,238,307,8200725
08200726,Hufeisensiedlung,3227,60,273,1263,952,428,190,61,456,11939,2308,1145,2302,3221,831,825,25,44,50,289,1433,2340,8200726
08200727,Parchimer Allee Süd,4682,3,334,2205,1761,311,54,14,100,16309,2765,919,2765,4682,356,309,34,37,68,529,2419,4258,8200727
08200728,Ortolanweg,438,–,11,233,129,48,15,2,14,1581,304,70,300,434,20,17,–,–,–,50,282,414,8200728
08200729,Britzer Garten,812,–,14,265,297,119,58,59,456,3410,806,461,801,808,386,534,23,44,46,52,223,376,8200729
08200730,Handwerker-Siedlung,1739,473,225,210,340,246,153,92,675,5736,1282,767,1262,1719,700,777,23,40,46,44,445,973,8200730
08200831,Buckow West,4301,25,441,1502,1346,669,180,138,1052,16274,3360,1636,3334,4268,1181,1293,82,147,164,373,1895,2923,8200831
08200832,Buckow Mitte,5789,84,935,1621,1862,957,194,136,1058,21272,4421,1453,4402,5770,930,1092,63,119,126,460,3192,4714,8200832
