id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
07010101,Wittenbergplatz/ Viktoria-Luise-Platz,5714,636,1004,1755,1486,452,195,186,1498,18781,4426,317,4174,5368,7,8,5,10,10,305,4156,5351,7010101
07010102,Nollendorfplatz,8611,536,1956,2784,1983,953,264,135,1052,28133,6216,510,5953,8137,9,13,1,1,2,500,5939,8126,7010102
07010103,Barbarossaplatz,5891,446,1173,1939,1448,578,193,114,947,19396,4371,382,4336,5857,4,3,2,4,4,376,4329,5849,7010103
07010104,Dennewitzplatz,6912,346,1691,2337,1820,548,121,49,378,21863,4733,484,4621,6781,7,6,4,5,8,473,4610,6766,7010104
07020201,Bayerischer Platz,6328,292,1195,2129,1641,620,274,177,1326,21703,4798,449,4756,6286,2,3,1,0,2,446,4753,6282,7020201
07020202,Volkspark  (Rudolf-Wilde-Park),5609,518,1061,2025,1419,379,137,70,539,17647,3962,380,3814,5393,2,1,1,1,2,377,3812,5389,7020202
07020203,Kaiser-Wilhelm-Platz,9520,385,2378,3264,2231,857,303,102,759,30719,7186,611,6983,9256,5,5,2,3,4,604,6975,9247,7020203
07020204,Schöneberger Insel,6599,320,1351,2507,1634,551,178,58,476,21378,4790,469,4624,6383,3,3,4,7,8,462,4614,6372,7020204
07030301,Friedenau,13128,330,1661,4273,3729,1955,800,380,2900,48862,11077,1133,10867,12904,27,42,21,55,42,1085,10770,12835,7030301
07030302,Ceciliengärten,5031,206,789,1312,1447,796,328,153,1253,18709,4059,495,4006,4967,8,8,11,26,22,476,3972,4937,7030302
