id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
03010101,Bucher Forst,2137,102,377,572,552,362,99,73,583,7767,1640,622,1620,2111,402,474,67,122,134,153,1024,1575,3010101
03010102,Buch,6036,41,1073,1245,2464,1011,156,46,353,22122,3852,712,3825,5977,302,336,18,31,36,392,3459,5639,3010102
03010104,Lietzengraben,44,1,8,10,17,4,3,1,10,163,29,18,29,44,10,9,3,7,6,5,13,28,3010104
03020203,Blankenfelde,989,15,58,215,315,192,125,69,528,4274,945,776,941,984,696,702,42,84,84,38,154,204,3020203
03020209,Niederschönhausen,6953,189,1087,2310,1717,887,418,345,2800,25904,5970,2086,5871,6794,1298,1643,134,259,268,654,3969,5228,3020209
03020210,Herthaplatz,5649,217,815,1861,1467,732,342,215,1665,20675,4551,1688,4502,5587,1198,1393,77,147,154,413,2962,4235,3020210
03020307,Buchholz,8034,144,1027,2122,2034,1611,751,345,2695,31956,7202,3819,7123,7856,3197,3640,171,300,342,451,3183,4317,3020307
03030405,Karow Nord,5353,2,113,2195,1094,1312,532,105,838,21779,3973,1325,3950,5321,858,925,35,62,70,432,2964,4393,3030405
03030406,Alt-Karow,3611,34,233,552,937,947,540,368,2897,16776,3772,2810,3694,3513,2456,2805,241,425,482,113,464,575,3030406
03030711,Blankenburg,2937,72,97,447,785,756,502,278,2184,13723,3034,2430,2991,2859,2198,2449,162,280,324,70,262,337,3030711
03030715,Heinersdorf,3582,229,279,805,875,790,381,223,1761,14699,3175,2003,3083,3416,1717,1970,129,222,258,157,891,1441,3030715
03030716,Märchenland,511,1,4,50,147,178,93,38,278,2473,509,484,501,505,465,469,17,28,34,2,5,6,3030716
03040508,Rosenthal,2009,3,167,454,581,397,282,125,977,8677,1932,1101,1921,1997,881,1056,64,116,128,156,749,988,3040508
