id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
6010101,3544,142,339,867,1000,647,334,215,1693,14353,3139,744,3089,3433,318,468,39.0,99.0,78.0,387,2522,3037,6010101
6010102,4914,289,819,1603,1374,538,191,100,790,16858,3769,407,3579,4676,6,6,5.0,6.0,10.0,396,3566,4660,6010102
6010103,3342,72,500,1277,947,443,77,26,202,11570,2524,286,2491,3304,3,2,2.0,2.0,4.0,281,2487,3297,6010103
6010204,3818,428,663,1430,828,277,118,74,567,12016,2577,580,2555,3791,142,210,8.0,16.0,16.0,430,2329,3633,6010204
6010205,5415,234,1098,1894,1340,509,185,155,1226,18353,4085,728,4038,5363,203,301,34.0,67.0,68.0,491,3670,5092,6010205
6010206,4425,209,833,1645,1031,507,119,81,627,14810,3109,471,3090,4397,52,78,11.0,29.0,22.0,408,2982,4323,6010206
6010207,4448,147,698,1671,1324,410,119,79,598,15214,3226,496,3195,4400,31,54,16.0,34.0,32.0,449,3107,4337,6010207
6010208,3774,145,896,1215,879,423,134,82,650,12667,2765,362,2727,3716,17,29,13.0,27.0,26.0,332,2671,3673,6010208
6010209,5208,138,1039,1886,1613,422,78,32,247,17151,3599,475,3495,5104,5,3,0.0,0.0,0.0,470,3492,5099,6010209
6010210,2710,76,369,1122,769,269,82,23,167,9260,1878,263,1872,2702,1,1,1.0,2.0,2.0,261,1869,2699,6010210
6020301,2686,29,512,814,784,297,134,116,968,9888,2086,704,2080,2680,437,544,43.0,88.0,86.0,224,1447,2157,6020301
6020302,2791,69,374,953,747,354,141,153,1281,10561,2339,693,2305,2756,290,443,68.0,146.0,136.0,335,1715,2330,6020302
6020303,4302,174,941,1611,1303,234,22,17,138,13541,2740,526,2711,4264,36,40,8.0,11.0,16.0,482,2660,4212,6020303
6020304,4163,319,702,1586,1057,338,101,60,476,13481,2763,593,2724,4114,125,175,25.0,48.0,50.0,443,2501,3939,6020304
6020305,6095,713,913,1767,1861,577,157,107,834,19945,4028,886,3895,5619,378,523,16.0,33.0,32.0,492,3339,5209,6020305
6020306,3273,78,514,772,729,550,329,301,2412,13474,2926,1727,2893,3232,1350,1590,90.0,172.0,180.0,287,1130,1702,6020306
6020407,2465,105,678,483,903,286,6,4,35,8023,1585,108,1583,2463,9,11,3.0,6.0,6.0,96,1566,2448,6020407
6020408,3832,31,699,1345,1021,385,189,162,1255,13862,2808,970,2776,3796,566,696,62.0,121.0,124.0,342,1959,3106,6020408
6020409,4523,461,628,1349,1140,569,165,211,1764,15923,3598,925,3493,4318,377,559,68.0,173.0,136.0,480,2761,3805,6020409
6020410,3504,39,362,862,1032,596,292,321,2622,14831,3308,1203,3216,3399,680,960,152.0,311.0,304.0,371,1945,2415,6020410
6020411,3963,50,251,993,1129,809,396,335,2651,17119,3675,1793,3643,3935,1356,1656,153.0,286.0,306.0,284,1702,2273,6020411
6030501,2659,29,170,739,665,497,298,261,2062,11581,2524,1304,2494,2628,995,1228,76.0,148.0,152.0,233,1118,1481,6030501
6030502,3323,116,845,1154,842,287,39,40,339,10644,2114,566,2108,3316,184,222,25.0,41.0,50.0,357,1845,3082,6030502
6030503,6352,108,773,1803,2060,985,391,232,1870,24444,5162,988,5018,6195,208,318,68.0,147.0,136.0,712,4553,5851,6030503
6030504,5293,78,529,1198,1354,878,604,652,5236,23396,5264,2406,5223,5252,1646,2339,236.0,506.0,472.0,524,2378,3134,6030504
