id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
05010101,5058,106,894,1983,1194,538,194,149,1591,18064,3959,1140,3820,4872,718,753,35,67,70,387,3000,4084,5010101
05010102,4735,226,1201,1738,1322,196,46,6,44,14430,2905,409,2900,4725,31,36,21,36,42,357,2828,4652,5010102
05010103,4186,69,382,1451,1244,535,260,245,1961,16358,3329,1454,3299,4149,912,1153,127,237,254,415,1910,2983,5010103
05010204,1375,116,295,260,378,156,114,56,421,4883,1008,381,967,1309,334,377,11,24,22,36,566,953,5010204
05010205,1037,3,229,182,201,186,130,106,938,4459,974,556,972,1035,455,571,41,74,82,60,327,498,5010205
05010206,5224,131,901,2097,1267,535,180,113,882,17929,3827,899,3816,5209,623,724,59,104,118,217,2988,4468,5010206
05010207,5775,121,876,1740,2053,879,93,13,103,20361,3806,471,3792,5762,113,122,–,–,–,358,3670,5649,5010207
05010208,4413,13,378,2295,1437,242,36,12,96,14924,2641,549,2638,4410,1,1,5,9,10,543,2629,4399,5010208
05010209,3012,51,253,937,840,475,258,198,1549,12200,2548,1379,2514,2969,1056,1219,117,204,234,206,1091,1679,5010209
05010310,2261,136,324,1080,574,103,31,13,117,7138,1407,248,1377,2223,11,12,6,9,12,231,1355,2200,5010310
05010311,2463,95,850,789,495,204,17,13,97,7361,1706,222,1674,2404,70,94,3,4,6,149,1576,2328,5010311
05010312,3503,235,815,1344,816,243,40,10,78,10694,2286,277,2142,3297,4,4,3,5,6,270,2133,3287,5010312
05010313,3488,162,686,1316,935,293,59,37,291,11332,2392,341,2300,3372,12,12,7,12,14,322,2277,3346,5010313
05010314,6735,204,902,3099,1921,446,84,79,657,22380,4323,803,4126,6492,43,49,23,39,46,737,4039,6403,5010314
05010339,254,10,97,56,67,17,6,1,7,768,179,28,166,240,7,7,–,–,–,21,159,233,5010339
05020415,1526,4,43,190,368,464,281,176,1386,7524,1661,1345,1650,1515,1241,1422,79,142,158,25,86,116,5020415
05020416,1002,1,73,249,643,22,11,3,25,3667,601,490,600,1001,299,200,39,53,78,152,347,624,5020416
05020417,2741,75,281,462,688,620,364,251,1957,12016,2540,1615,2504,2692,1318,1531,165,292,330,132,681,1044,5020417
05020418,2068,166,212,793,493,176,181,47,351,7258,1485,471,1475,2057,297,363,21,38,42,153,1073,1718,5020418
05020419,3913,135,598,1658,1118,367,21,16,130,12868,2587,435,2586,3911,191,201,33,51,66,211,2334,3654,5020419
05020420,561,28,102,150,136,78,32,35,286,2094,470,199,464,555,129,163,14,26,28,56,275,398,5020420
05020521,1282,1,41,348,359,294,138,101,801,5662,1272,729,1265,1274,579,738,74,119,148,76,409,547,5020521
05020522,3440,–,677,969,1243,453,43,55,408,12164,2344,368,2337,3432,186,227,28,59,56,154,2051,3190,5020522
05020523,5439,21,983,1727,1955,631,75,47,410,19003,3839,490,3822,5422,221,248,20,38,40,249,3536,5161,5020523
05020524,3357,37,481,819,1018,437,303,262,2101,13632,2902,1376,2883,3332,1038,1299,122,224,244,216,1361,2050,5020524
05020625,4369,84,916,1590,1371,328,47,33,265,14357,2986,402,2956,4330,26,35,3,4,6,373,2917,4298,5020625
05020626,10336,215,1515,4660,2844,846,177,79,606,34499,6873,1158,6679,10000,82,93,11,19,22,1065,6567,9896,5020626
05020627,2160,22,423,879,575,191,50,20,148,7208,1513,277,1504,2151,104,130,14,26,28,159,1349,2019,5020627
05020628,1162,–,133,538,397,72,9,13,108,3990,779,114,777,1160,25,35,5,9,10,84,734,1125,5020628
05020629,2595,98,391,619,667,395,202,223,1810,10402,2471,957,2440,2561,665,872,99,215,198,193,1353,1698,5020629
05030730,2272,113,320,540,789,355,118,37,292,8304,1717,692,1706,2258,571,608,6,10,12,115,1088,1675,5030730
05030731,6468,203,1002,2802,1989,388,67,17,129,21040,3952,793,3895,6353,107,118,26,45,52,660,3731,6194,5030731
05030832,6099,330,912,2689,1246,688,165,69,525,20160,4199,775,4138,6013,205,222,9,16,18,561,3900,5790,5030832
05030833,235,8,134,71,15,4,2,1,7,588,156,32,151,229,5,5,1,1,2,26,145,222,5030833
05040934,1548,29,126,233,322,355,248,235,1873,7404,1767,1159,1733,1506,1017,1312,75,154,150,67,266,339,5040934
05040935,202,–,70,14,37,59,14,8,66,775,149,123,146,200,117,113,–,–,–,6,32,83,5040935
05040936,4438,43,232,424,937,1465,777,560,4407,21921,5146,3451,5102,4382,3111,4025,185,364,370,155,712,901,5040936
05040937,1026,4,25,122,323,315,115,122,1011,4988,1124,824,1100,1003,731,849,55,128,110,38,123,162,5040937
05040938,1603,4,25,127,369,463,361,254,2025,8417,1862,1225,1849,1586,1074,1408,75,148,150,76,293,362,5040938
