id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
121031,14686,765.0,3225,5985,3642,803,148.0,118,875,45516,9127,1621,8900,14314,95,119,27.0,41.0,54.0,1499,8741,14165,36309348
121032,14770,612.0,3012,5577,4214,1025,224.0,106,817,47509,9229,1928,9042,14291,401,399,45.0,76.0,90.0,1482,8566,13800,36309657
122141,7878,446.0,709,2593,2440,961,443.0,286,2214,29080,5760,2187,5693,7733,1415,1653,155.0,282.0,310.0,617,3758,6008,24428251
122144,14049,625.0,2131,5541,4441,1051,166.0,94,739,46264,8925,1636,8794,13848,336,365,42.0,79.0,84.0,1258,8350,13428,48857690
122145,6182,254.0,1417,2059,1549,650,167.0,86,673,20386,4651,767,4482,5948,211,311,43.0,92.0,86.0,513,4080,5651,24429055
122242,11056,86.0,672,1741,2914,2661,1688.0,1294,10159,51901,11608,7775,11500,10941,6516,7886,746.0,1359.0,1492.0,513,2254,2933,24448459
122311,16168,211.0,1318,2632,3771,3307,2337.0,2592,20870,77254,17502,9449,17301,15931,7239,9980,937.0,1860.0,1874.0,1273,5461,6818,24462203
123012,15436,561.0,1843,4212,4216,2432,1267.0,905,7142,60651,12789,5676,12648,15289,3850,4559,500.0,905.0,1000.0,1326,7184,10439,49204818
123021,17690,323.0,3344,4443,5667,3389,390.0,134,1067,63360,12586,1198,12242,16776,671,781,76.0,139.0,152.0,451,11322,15953,49208434
123022,4304,6.0,818,1175,1142,857,180.0,126,1025,16125,3273,875,3224,4242,596,696,88.0,155.0,176.0,191,2373,3470,24604423
123043,9767,354.0,1337,3999,2372,1078,393.0,234,1858,34119,6653,2806,6559,9642,1532,1580,181.0,327.0,362.0,1093,4654,7748,24608627
