id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
1011101,2148,443,338,592,435,247,61,32.0,233.0,6469,1290,98,1215,1847,11.0,15.0,1.0,3.0,2.0,86,1198,1834,1011101
1011102,181,107,26,19,16,7,6,0.0,0.0,351,90,7,84,174,0.0,0.0,1.0,2.0,2.0,6,82,172,1011102
1011103,2736,117,511,1154,578,223,86,67.0,546.0,9090,2092,233,1680,2187,17.0,19.0,38.0,83.0,76.0,178,1578,2094,1011103
1011104,1958,205,400,603,497,175,54,24.0,182.0,6183,1446,130,1263,1571,2.0,3.0,3.0,4.0,6.0,125,1257,1563,1011104
1011105,989,36,120,313,294,151,51,24.0,185.0,3637,1021,45,989,945,0.0,0.0,1.0,1.0,2.0,44,988,943,1011105
1011201,1372,36,110,131,599,476,10,10.0,77.0,5562,1158,70,1006,1244,0.0,0.0,0.0,0.0,0.0,70,1006,1244,1011201
1011202,413,11,71,150,96,61,16,8.0,76.0,1464,428,30,283,305,2.0,3.0,2.0,5.0,4.0,26,275,299,1011202
1011203,643,44,159,158,163,90,23,6.0,49.0,2125,556,42,412,503,3.0,5.0,2.0,5.0,4.0,37,402,496,1011203
1011204,4266,283,804,1239,1195,482,139,124.0,951.0,14583,3202,153,3018,4104,19.0,51.0,16.0,47.0,32.0,118,2920,4053,1011204
1011301,4380,160,1168,1656,837,409,87,63.0,479.0,13858,3429,289,3050,3978,16.0,23.0,10.0,21.0,20.0,263,3005,3942,1011301
1011302,7123,268,1329,2243,2032,881,256,114.0,921.0,24645,5706,653,5190,6558,28.0,33.0,14.0,40.0,28.0,611,5116,6502,1011302
1011303,5628,197,1604,1522,1725,459,91,30.0,221.0,17933,3586,276,3316,5316,3.0,6.0,6.0,12.0,12.0,267,3298,5301,1011303
1011304,4720,25,668,1643,1772,591,11,10.0,85.0,16484,3043,192,3041,4718,0.0,0.0,0.0,0.0,0.0,192,3041,4718,1011304
