id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
04010101,5961,118,1440,2127,1740,451,71,14,114,19134,3334,561,3324,5949,1,1,2,4,4,558,3319,5944,4010101
04010102,287,2,11,88,81,47,22,36,329,1308,343,225,329,274,193,263,22,33,44,10,33,37,4010102
04010103,3849,1,562,1571,1347,351,2,15,107,13100,2488,182,2481,3842,–,–,–,–,–,182,2481,3842,4010103
04020204,71,2,15,6,10,11,27,–,–,307,70,10,57,53,–,–,1,2,2,9,54,51,4020204
04020205,606,6,31,117,201,102,74,75,615,2792,629,267,622,596,131,206,50,99,100,86,316,365,4020205
04020206,1690,5,125,544,752,191,46,27,200,6326,1344,115,1344,1690,51,67,5,11,10,59,1266,1629,4020206
04020207,1519,86,307,462,363,119,82,100,802,5427,1283,323,1261,1478,171,281,15,36,30,137,944,1277,4020207
04020208,1352,124,127,186,296,221,137,261,2191,6238,1588,587,1547,1296,470,769,22,57,44,95,721,782,4020208
04020209,1167,93,79,115,147,153,186,394,3140,6205,1398,778,1268,942,665,1014,84,160,168,29,93,109,4020209
04020310,317,107,85,61,44,11,5,4,37,758,185,62,100,108,54,56,1,2,2,7,41,52,4020310
04020311,8072,527,1191,2207,1987,1182,519,459,3767,30269,6869,924,6662,7729,189,390,42,108,84,693,6163,7456,4020311
04020312,2870,118,468,881,723,371,146,163,1403,10723,2519,529,2419,2732,162,315,59,161,118,308,1943,2452,4020312
04020313,3956,60,571,1490,1223,407,127,78,588,13949,2921,309,2845,3876,1,1,1,5,2,307,2839,3873,4020313
04020314,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4020314
04030415,1654,191,802,319,235,55,27,25,206,4335,913,66,808,1380,1,0,–,–,–,65,808,1379,4030415
04030416,5181,329,1001,1837,1446,447,88,33,273,16662,3620,422,3539,4963,9,11,1,3,2,412,3526,4952,4030416
04030417,5989,145,1113,2169,1658,644,175,85,679,20459,4556,391,4399,5863,10,13,6,11,12,375,4375,5841,4030417
04030518,5428,134,984,2258,1396,471,142,43,395,18062,3626,398,3448,5143,1,1,1,2,2,396,3445,5140,4030518
