id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
09100202,Plänterwald West,2260,32,296,878,787,198,58,11,97,7841,1664,232,1615,2225,4,4,1,2,2,227,1609,2219,9100202
09100203,Plänterwald Ost,4922,200,958,2695,977,65,21,6,42,14602,2502,534,2474,4764,56,59,5,8,10,473,2406,4698,9100203
09100304,Baumschulenweg West,7115,104,1474,3693,1587,195,40,22,164,21858,4438,842,4420,7092,77,92,9,14,18,756,4313,6997,9100304
09100305,Baumschulenweg Ost,2581,21,376,1504,480,149,37,14,99,8271,1626,276,1614,2567,3,3,–,–,–,273,1611,2564,9100305
09100306,Späthsfelde,1133,4,41,254,284,310,145,95,751,5155,1239,926,1235,1129,849,1022,54,98,108,23,115,172,9100306
09100407,Johannisthal West,4751,23,396,1655,2056,461,109,51,405,17368,3175,1100,3152,4716,613,651,36,58,72,451,2443,4031,9100407
09100408,Johannisthal Ost,4741,199,520,1960,1578,396,54,34,306,16041,3166,654,3145,4721,96,121,22,38,44,536,2986,4581,9100408
09100409,Landschaftspark Adlershof,1615,106,164,358,382,374,141,90,704,6456,1487,876,1461,1509,767,973,46,86,92,63,402,650,9100409
09200510,Helmholtz-Kiez,4662,744,1051,1813,866,159,26,3,22,12722,2699,435,2441,4068,120,103,6,7,12,309,2332,3936,9200510
09200511,Griechischer Park,7906,1110,938,3194,1962,636,58,8,59,24003,4706,793,4619,7600,56,51,14,21,28,723,4547,7516,9200511
09200512,Wuhlheide,2967,873,478,828,597,171,13,7,69,7703,1543,181,1475,2851,8,8,3,5,6,170,1462,2837,9200512
09200613,Bahnhof Schöneweide,5276,472,1283,1787,1387,314,28,5,43,15728,3305,456,3093,4768,47,34,5,7,10,404,3051,4711,9200613
09200614,Oberspree,1954,3,152,526,767,408,74,24,176,7613,1329,637,1329,1954,474,435,15,26,30,148,868,1450,9200614
09200715,Wista,2318,556,543,560,500,133,19,7,56,6157,1395,164,1321,1939,47,58,2,5,4,115,1258,1888,9200715
09200716,Dörpfeldstraße West,4299,156,660,1712,1206,432,98,35,271,14455,2908,1058,2833,4171,591,567,34,55,68,433,2212,3512,9200716
09200717,Dörpfeldstraße Ost,5667,141,988,2372,1566,436,110,54,417,18754,3723,1019,3707,5644,424,473,46,77,92,549,3157,5128,9200717
09200818,Spindlersfeld,2644,282,578,848,761,121,29,25,194,7999,1616,310,1417,2229,116,149,19,32,38,175,1236,2075,9200818
09200819,Köllnische Vorstadt,4677,164,684,1485,1855,461,18,10,82,15902,3023,548,2993,4631,105,129,19,36,38,424,2828,4488,9200819
09300920,Dorf Altglienicke,5835,61,688,1378,1747,1211,522,228,1755,23501,5400,3212,5354,5780,2746,3129,120,215,240,346,2009,2794,9300920
09300921,Preußen Siedlung,1356,34,96,305,432,290,126,73,599,5674,1282,858,1280,1354,734,838,47,79,94,77,363,526,9300921
09300922,Kosmos Viertel,3098,262,420,1208,954,240,8,6,46,9836,2028,144,2028,3098,–,–,–,–,–,144,2028,3098,9300922
09300923,Kölner Viertel,3582,6,410,1144,1215,544,199,64,492,13524,2943,1345,2939,3578,1018,1121,27,48,54,300,1770,2506,9300923
09301024,Falkenberg,1437,24,94,367,480,263,149,60,462,5904,1258,720,1253,1431,567,648,27,46,54,126,558,810,9301024
09301025,Alt-Bohnsdorf,5509,220,891,1108,1406,1130,478,276,2118,21586,4854,3474,4828,5478,2952,3189,224,364,448,298,1275,2078,9301025
09301126,Grünau,4443,107,675,1438,1352,606,158,107,816,15973,3457,1082,3427,4396,625,785,75,142,150,382,2499,3621,9301126
09301227,Karolinenhof,906,5,46,181,284,212,118,60,468,4012,1005,669,998,898,560,706,67,127,134,42,166,204,9301227
09301228,Schmöckwitz/Rauchfangswerder,1287,16,105,252,392,274,139,109,850,5604,1394,944,1382,1271,817,999,71,135,142,56,248,312,9301228
09401329,Kietzer Feld/Nachtheide,6069,104,436,1903,2524,739,239,124,957,22867,4508,2138,4468,5993,1616,1769,69,130,138,453,2568,4239,9401329
09401330,Wendenschloß,928,11,79,252,276,156,79,75,596,3879,967,384,965,924,247,375,39,80,78,98,510,599,9401330
09401431,Allende I,3040,166,654,1216,782,179,42,1,7,9404,2143,186,2143,3040,55,57,1,2,2,130,2084,2983,9401431
09401432,Siedlung Kämmereiheide,742,4,82,161,240,192,40,23,166,2977,628,353,626,740,298,314,11,18,22,44,295,420,9401432
09401433,Allende II,2353,242,435,765,586,282,42,1,7,7420,1453,71,1452,2352,1,1,1,1,2,69,1450,2349,9401433
09401534,Altstadt Köpenick,3944,100,627,1402,1338,403,44,30,240,13431,2641,481,2594,3892,81,111,21,38,42,379,2445,3769,9401534
09401635,Müggelheim,3226,20,231,692,1044,765,299,175,1365,13718,3296,2616,3287,3217,2367,2610,140,246,280,109,431,570,9401635
