id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
10100102,Rosenbecker Straße,1981,259,349,714,466,150,41,2,14,5973,1256,107,995,1509,1,1,2,5,4,104,989,1504,10100102
10100103,Wittenberger Straße,3918,267,1003,1081,1068,357,139,3,26,12433,2452,204,2437,3868,–,–,–,–,–,204,2437,3868,10100103
10100104,Golliner Straße,3832,371,674,1215,1136,378,57,1,7,12147,2403,173,2403,3832,–,–,–,–,–,173,2403,3832,10100104
10100205,Gewerbegebiet Bitterfelder Straße,11,1,1,3,1,1,1,3,25,52,14,5,5,7,4,3,–,–,–,1,1,3,10100205
10100206,Wuhletalstraße,6031,395,1012,2081,1694,809,34,6,50,19737,3950,277,3945,6025,2,2,–,–,–,275,3943,6023,10100206
10100207,Ahrensfelder Berge,4803,211,1072,1190,1617,613,99,1,7,16059,2917,239,2757,4471,–,–,–,–,–,239,2757,4471,10100207
10100208,Bürgerpark,6074,678,1852,1955,1239,328,14,8,84,17011,3539,195,3457,5941,1,1,1,2,2,193,3455,5938,10100208
10100209,Lea-Grundig-Straße,4464,269,645,1210,1455,781,71,33,252,15592,3079,393,3054,4432,186,220,15,26,30,192,2808,4216,10100209
10100210,Marzahner Promenade,5818,341,1271,1828,1690,546,135,7,59,18726,3758,212,3743,5788,1,1,–,–,–,211,3742,5787,10100210
10100311,Marzahner Chaussee,1171,137,154,175,310,241,99,55,430,4439,997,590,990,1163,486,596,44,74,88,60,320,589,10100311
10100312,Springpfuhl,8904,303,1647,3071,2726,1002,123,32,230,29692,5549,260,5526,8817,1,2,1,3,2,258,5520,8814,10100312
10100313,Alt-Marzahn,2552,5,556,819,670,324,111,67,516,9056,1818,781,1803,2535,657,762,56,91,112,68,951,1766,10100313
10100314,Auersbergstraße,3474,25,516,619,1471,750,82,11,85,13125,2444,255,2442,3472,91,111,7,12,14,157,2319,3367,10100314
10100315,Bärenstein,4108,71,668,810,1589,866,94,10,77,15164,2849,290,2778,4009,100,126,4,7,8,186,2645,3901,10100315
10100316,Landsberger Tor,1800,8,661,690,321,104,15,1,7,5301,1349,182,1284,1720,1,1,1,1,2,180,1281,1717,10100316
10200417,Zossener Straße,3655,188,1256,1000,875,317,9,10,76,10915,2409,178,2396,3643,25,33,1,2,2,152,2361,3616,10200417
10200418,Kyritzer Straße,4182,150,635,1320,1644,378,51,4,32,14184,2509,322,2508,4181,–,–,–,–,–,322,2508,4181,10200418
10200419,Havelländer Ring,2200,55,412,502,843,364,24,–,–,7721,1309,148,1309,2200,–,–,–,–,–,148,1309,2200,10200419
10200420,Gut Hellersdorf,4483,93,726,1017,2072,524,47,4,44,15830,2654,380,2654,4483,18,19,4,5,8,358,2631,4457,10200420
10200421,Helle Mitte,856,17,108,346,286,97,1,1,7,2913,589,67,446,675,1,1,–,–,–,66,446,674,10200421
10200422,Hellersdorfer Promenade,3423,76,713,930,1209,450,38,7,70,11676,2121,253,2045,3273,1,1,1,2,2,251,2042,3270,10200422
10200423,Böhlener Straße,2523,58,311,611,1123,393,23,4,45,9153,1576,249,1566,2520,13,7,9,13,18,227,1546,2489,10200423
10200524,Adele-Sandrock-Straße,6028,33,962,1159,2398,1294,180,2,17,22593,3844,480,3844,6028,4,4,1,2,2,475,3838,6022,10200524
10200525,Schleipfuhl,2548,–,369,481,1150,528,19,1,8,9543,1642,215,1642,2548,17,20,–,–,–,198,1623,2531,10200525
10200526,Boulevard Kastanienallee,2792,–,193,758,1212,519,104,6,47,10774,1774,314,1774,2792,69,80,1,1,2,244,1692,2721,10200526
10200627,Am Kienberg,1896,104,464,873,382,69,3,1,7,5549,1101,226,1097,1890,68,64,8,11,16,150,1022,1806,10200627
10200628,Neue Grottkauer Straße,3325,5,611,750,1380,559,18,2,16,11916,2046,233,2046,3325,–,–,–,–,–,233,2046,3325,10200628
10200629,Teterower Ring,3934,330,826,1321,1051,373,30,3,22,12216,2352,410,2242,3735,94,80,30,38,60,286,2124,3581,10200629
10200630,Cecilienplatz,3672,16,542,961,1553,574,25,1,8,13223,2359,235,2359,3672,24,26,–,–,–,211,2333,3648,10200630
10300731,Oberfeldstraße,3995,586,244,645,1232,732,368,188,1465,15270,3488,2282,3331,3390,1921,2230,175,309,350,186,791,1119,10300731
10300732,Buckower Ring,3859,153,981,1127,1005,466,93,34,256,12660,2530,616,2528,3857,381,446,25,45,50,210,2037,3426,10300732
10300733,Alt-Biesdorf,2289,216,210,586,664,420,122,71,562,8444,1910,948,1896,2265,755,856,61,112,122,132,928,1388,10300733
10300734,Biesdorf Süd,4412,33,216,687,1397,1276,541,262,2031,19771,4719,3643,4692,4378,3341,3887,197,361,394,105,443,643,10300734
