id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
04300624,Savignyplatz,5725,494,1441,1900,1192,463,158,77,583,17690,4366,374,4201,5540,10,9,7,11,14,357,4180,5516,4300624
04400725,Güterbahnhof Grunewald,72,3,12,27,24,2,1,3,23,243,56,13,56,72,1,1,4,8,8,8,47,63,4400725
04400726,Bismarckallee,2858,249,392,604,708,430,256,219,1776,11139,3122,769,2935,2510,410,813,46,133,92,313,1989,2008,4400726
04400727,Flinsberger Platz,4871,310,958,1638,1274,423,164,104,803,16138,3810,623,3773,4840,98,166,16,40,32,509,3567,4710,4400727
04400728,Hagenplatz,1788,101,214,399,460,256,176,182,1559,7461,2176,525,2100,1726,227,484,68,211,136,230,1405,1363,4400728
04400729,Hundekehle,1504,50,140,351,363,260,133,207,1765,6698,2080,559,2047,1487,322,749,41,123,82,196,1175,1083,4400729
04400830,Forckenbeckstraße,4505,77,769,1590,1311,533,138,87,697,15819,3643,444,3574,4437,77,142,14,39,28,353,3394,4332,4400830
04400831,Messelpark,857,19,81,207,237,109,71,133,1137,3858,1080,342,1069,849,206,437,26,85,52,110,548,591,4400831
04400832,Breite Straße,4065,127,793,1551,1051,453,63,27,200,13413,3147,576,3062,3905,124,156,14,28,28,438,2879,3753,4400832
04400833,Schlangenbader Straße,2514,24,602,990,705,129,61,3,22,8051,1602,174,1600,2512,6,7,1,1,2,167,1592,2504,4400833
04400834,Binger Straße,2226,75,359,787,622,192,115,76,605,7897,1686,269,1644,2146,50,103,19,55,38,200,1487,2058,4400834
04400835,Rüdesheimer Platz,5865,34,557,2402,1960,594,203,115,875,21257,4407,617,4392,5850,90,131,12,34,24,515,4227,5736,4400835
04500936,Droysenstraße,3121,152,742,953,675,375,166,58,425,10491,2497,189,2423,2998,3,2,3,7,6,183,2414,2989,4500936
04500937,Halensee,4727,359,1150,1517,1012,461,174,54,401,15008,3609,328,3537,4624,9,9,5,18,10,314,3510,4605,4500937
04500938,Hochmeisterplatz,4774,286,1127,1601,997,465,227,71,539,15557,3809,333,3759,4709,7,8,2,3,4,324,3748,4698,4500938
04500939,Eisenzahnstraße,3913,305,666,1552,1017,220,80,73,559,12500,2672,337,2573,3691,46,91,8,18,16,283,2464,3629,4500939
04501040,Hindemithplatz,3587,289,618,1123,835,429,192,101,785,12316,3082,234,2895,3359,9,9,4,8,8,221,2879,3342,4501040
04501041,George-Grosz-Platz,3218,153,533,961,862,393,194,122,937,11616,3124,238,2822,2958,14,13,5,13,10,219,2796,2934,4501041
04501042,Breitscheidplatz,2149,85,443,785,461,195,139,41,308,7287,1851,128,1560,1855,4,5,6,12,12,118,1543,1839,4501042
04501043,Preußenpark,6305,288,1164,2221,1543,685,296,108,804,21456,5116,419,5000,6145,11,11,4,7,8,404,4982,6126,4501043
04501044,Ludwigkirchplatz,3226,313,758,1068,731,214,97,45,351,9960,2425,205,2347,3064,6,7,5,11,10,194,2330,3048,4501044
04501045,Schaperstraße,5465,311,1328,1885,1189,433,202,117,882,17637,4246,369,4068,5239,16,13,6,8,12,347,4047,5211,4501045
04501146,Barstraße,2598,110,512,1102,643,130,63,38,286,8326,1862,273,1848,2583,45,81,10,21,20,218,1746,2518,4501146
04501147,Leon-Jessel-Platz,3174,172,775,1139,667,313,85,23,171,10053,2355,219,2286,3061,5,4,3,4,6,211,2278,3050,4501147
04501148,Brabanter Platz,2464,198,542,855,542,237,74,16,123,7767,1762,180,1712,2372,3,3,2,3,4,175,1706,2365,4501148
04501149,Nikolsburger Platz,5775,280,1387,1918,1314,512,267,97,723,18949,4515,351,4430,5651,9,7,1,3,2,341,4420,5640,4501149
04501150,Wilhelmsaue,1910,61,553,700,430,128,31,7,50,5863,1266,134,1246,1892,6,4,–,–,–,128,1242,1886,4501150
04501151,Hildegardstraße,4111,103,798,1399,999,534,236,42,310,14288,3211,282,3105,3962,6,5,2,6,4,274,3094,3952,4501151
04501152,Prager Platz,4171,231,1075,1387,864,333,174,107,820,13527,3156,250,3093,4060,4,3,1,1,2,245,3089,4054,4501152
04501153,Babelsberger Straße,4276,180,1080,1532,1049,303,99,33,264,13505,3066,253,2941,4095,4,2,2,4,4,247,2935,4087,4501153
