id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
03100102,Klinikum Buch,1441,31,373,319,391,233,54,40,307,5094,1046,344,1030,1419,249,303,22,45,44,73,682,1126,3100102
03100103,Karower Chaussee,4684,148,750,1197,1956,573,58,2,18,16294,2900,371,2895,4678,49,46,–,–,–,322,2849,4629,3100103
03200204,Blankenfelde,1036,15,80,251,340,203,88,59,462,4293,987,847,975,1024,759,751,60,115,120,28,108,145,3200204
03200205,Uhlandstraße,4321,110,486,1441,1279,585,231,189,1457,16289,3785,1488,3748,4278,1006,1230,82,155,164,400,2363,3108,3200205
03200206,Pastor-Niemöller-Platz,3230,68,338,1106,1004,429,162,123,1037,12232,2857,769,2821,3207,407,589,55,128,110,307,2104,2690,3200206
03200207,Herthaplatz,5713,275,778,1792,1657,787,276,148,1166,20592,4686,1775,4629,5653,1257,1483,90,167,180,428,2980,4216,3200207
03200308,Nisbléstraße,2404,12,257,682,741,464,181,67,518,9460,2201,1186,2131,2331,1020,1178,48,88,96,118,864,1215,3200308
03200309,Eddastraße,2458,65,260,563,682,537,236,115,884,9987,2344,1567,2310,2415,1374,1561,85,147,170,108,602,871,3200309
03200310,Krugpfuhl,3635,8,458,1124,1191,584,185,85,650,13740,3133,1262,3116,3619,956,1124,50,92,100,256,1901,2563,3200310
03300411,Karow Nord,5363,391,942,1962,1406,433,167,62,491,17443,4007,1348,4005,5361,868,963,36,60,72,444,2982,4421,3300411
03300412,Karow Bahnhof,2332,22,107,389,670,619,333,192,1497,10673,2541,1847,2525,2314,1614,1936,149,271,298,84,317,402,3300412
