id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
02100102,Mehringplatz,4080,325,1044,1320,1094,177,110,10,78,12372,2657,189,2589,3935,10,7,6,10,12,173,2573,3913,2100102
02100103,Am Berlin Museum,2540,2,726,976,511,181,131,13,98,8215,1699,180,1694,2535,7,5,9,19,18,164,1671,2510,2100103
02100104,Moritzplatz,2491,6,649,909,724,184,19,–,–,7961,1509,156,1488,2470,14,13,–,–,–,142,1475,2456,2100104
02100105,Prinzenstraße,4533,230,1063,1839,1071,306,16,8,58,13841,2761,232,2730,4483,8,5,2,4,4,222,2720,4471,2100105
02100106,Wassertorplatz,2146,70,489,688,607,220,52,20,154,7106,1562,113,1519,2100,2,2,–,–,–,111,1517,2098,2100106
02200207,Gleisdreieck,1088,45,250,417,219,66,76,15,110,3568,830,84,830,1088,15,16,3,9,6,66,805,1067,2200207
02200208,Rathaus Yorckstraße,3072,246,662,1053,724,264,83,40,302,9745,2256,243,2191,2993,5,4,5,12,10,233,2176,2978,2200208
02200209,Viktoriapark,6121,373,1470,2141,1383,518,184,52,382,19344,4631,518,4503,5958,53,73,11,25,22,454,4405,5883,2200209
02200210,Urbanstraße,6922,396,1563,2789,1575,443,106,50,376,21416,4778,536,4730,6850,13,12,8,12,16,515,4706,6821,2200210
02200211,Chamissokiez,8482,613,1819,3049,2084,668,184,65,513,26691,6201,736,6039,8212,22,27,9,13,18,705,6000,8172,2200211
02200212,Graefekiez Süd,4602,414,930,1460,1236,426,102,34,258,14598,3282,292,3186,4444,6,4,–,–,–,286,3182,4438,2200212
02200213,Graefekiez Nord,5803,428,1444,2027,1281,466,117,40,295,17848,4119,462,4029,5696,20,31,12,30,24,430,3968,5652,2200213
02300314,Oranienplatz,3600,194,806,1345,889,286,70,10,81,11328,2505,328,2469,3559,8,8,7,9,14,313,2452,3537,2300314
02300315,Lausitzer Platz,4183,371,937,1289,1083,395,72,36,292,13143,2942,335,2860,4087,11,14,1,3,2,323,2844,4074,2300315
02300316,Köpenicker Straße,2405,69,725,840,537,192,27,15,110,7419,1594,154,1568,2371,5,6,–,–,–,149,1562,2366,2300316
02300417,Reichenberger Straße West,4390,387,1066,1542,939,347,92,17,121,13309,3055,333,2998,4335,2,2,–,–,–,331,2996,4333,2300417
02300418,Reichenberger Straße Ost,4390,296,1374,1530,858,240,74,18,138,12848,2935,327,2905,4350,4,3,5,15,10,318,2886,4336,2300418
02300419,Wrangelkiez,5670,353,1452,1957,1416,369,87,36,277,17436,3886,451,3727,5473,2,4,4,4,8,445,3719,5463,2300419
02400520,Barnimkiez,2900,70,353,793,1129,546,8,1,9,10458,1818,83,1815,2896,3,2,–,–,–,80,1813,2893,2400520
02400521,Friedenstraße,4587,268,848,1844,1171,404,46,6,49,14525,3021,270,3013,4576,8,8,3,3,6,259,3002,4562,2400521
02400522,Richard-Sorge-Viertel,6566,219,1438,2780,1611,413,79,26,198,20616,4464,434,4412,6487,19,27,2,2,4,413,4382,6464,2400522
02400623,Andreasviertel,7250,438,1535,2907,1703,632,26,9,71,22428,4421,243,4066,6457,12,12,2,3,4,229,4052,6441,2400623
02400624,Weberwiese,6982,924,1294,2651,1732,303,64,14,124,20416,4461,410,4282,6366,18,17,2,4,4,390,4261,6344,2400624
02400625,Wriezener Bahnhof,618,33,257,200,112,15,1,–,–,1676,400,27,316,535,1,1,1,2,2,25,314,532,2400625
02500726,Hausburgviertel,5619,314,1534,2311,1177,239,35,9,69,16497,3592,360,3591,5618,6,5,4,3,8,350,3582,5604,2500726
02500727,Forckenbeckplatz,3515,139,805,1325,997,196,46,7,58,11026,2422,247,2420,3513,9,12,7,15,14,231,2393,3490,2500727
