id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
06100102,4765,296,974,1675,1193,405,180,42,307,15453,3636,426,3611,4734,3,1,6,12,12,417,3598,4719,6100102
06100103,3545,125,538,1368,1083,339,77,15,113,11907,2630,302,2599,3506,3,3,4,9,8,295,2587,3495,6100103
06100204,3947,299,495,1295,1380,336,91,51,394,13314,2622,578,2603,3912,145,218,16,34,32,417,2351,3735,6100204
06100205,5605,167,938,2189,1414,639,143,115,889,19208,4138,740,4094,5551,206,320,34,74,68,500,3700,5277,6100205
06100206,4542,58,852,1935,907,507,171,112,878,15634,3262,479,3204,4502,51,80,24,57,48,404,3067,4403,6100206
06100207,4644,253,897,1821,1076,438,113,46,357,15039,3329,498,3276,4580,35,62,14,32,28,449,3181,4517,6100207
06100208,3985,132,941,1473,911,376,108,44,327,12932,2859,408,2855,3980,24,37,17,34,34,367,2784,3922,6100208
06100209,5287,196,990,1993,1575,421,92,20,150,17262,3627,484,3603,5249,9,7,1,2,2,474,3593,5238,6100209
06100210,2711,70,381,1137,777,270,69,7,55,9170,1814,264,1814,2711,3,4,–,–,–,261,1810,2708,6100210
06200311,2748,191,593,932,599,214,110,109,864,9163,2104,708,2075,2704,446,585,33,60,66,229,1430,2192,6200311
06200312,2955,88,483,982,747,354,142,159,1317,10927,2575,754,2556,2933,352,579,61,137,122,341,1840,2459,6200312
06200313,4419,138,604,2119,1313,199,30,16,125,14255,2796,538,2784,4406,38,45,2,5,4,498,2735,4364,6200313
06200314,4356,86,628,2035,1168,301,86,52,404,14544,2878,587,2831,4293,123,177,24,47,48,440,2607,4122,6200314
06200315,3501,59,695,1288,848,402,124,85,657,12116,2556,687,2553,3497,360,523,14,28,28,313,2003,3109,6200315
06200316,3020,750,729,735,596,176,4,30,231,7932,1781,239,1723,2703,18,16,3,4,6,218,1703,2679,6200316
06200317,3324,18,295,821,968,643,325,254,1975,14083,2972,1704,2956,3304,1318,1613,95,182,190,291,1161,1796,6200317
06200418,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6200418
06200419,2335,350,441,541,719,278,4,2,14,7159,1521,104,1518,2332,6,10,2,4,4,96,1505,2322,6200419
06200420,3687,115,472,1372,950,496,147,135,1051,13388,2797,930,2752,3579,561,711,44,80,88,325,1961,2930,6200420
06200421,4601,370,789,1328,1252,495,168,199,1676,16099,3794,935,3736,4537,373,623,69,182,138,493,2930,4026,6200421
06200422,3640,130,439,1014,1029,495,243,290,2331,14430,3364,1212,3336,3607,703,1022,121,240,242,388,2074,2662,6200422
06200423,3969,49,199,1036,1245,821,346,273,2138,16854,3743,1781,3711,3928,1359,1705,127,235,254,295,1771,2315,6200423
