id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
3100102,1440.0,31.0,373.0,319.0,391.0,233.0,54.0,39.0,300.0,5087.0,1044.0,343.0,1028.0,1418.0,248.0,302.0,22.0,45.0,44.0,73.0,682.0,1126.0,3100102
3100103,4684.0,148.0,751.0,1196.0,1956.0,573.0,58.0,2.0,18.0,16293.0,2900.0,371.0,2895.0,4678.0,49.0,46.0,0.0,0.0,0.0,322.0,2849.0,4629.0,3100103
3200204,1033.0,15.0,80.0,251.0,340.0,202.0,86.0,59.0,462.0,4276.0,982.0,844.0,970.0,1021.0,756.0,746.0,60.0,115.0,120.0,28.0,108.0,145.0,3200204
3200205,4283.0,107.0,478.0,1439.0,1265.0,580.0,231.0,183.0,1412.0,16138.0,3750.0,1479.0,3713.0,4240.0,1000.0,1219.0,81.0,152.0,162.0,398.0,2342.0,3078.0,3200205
3200206,3202.0,67.0,333.0,1089.0,997.0,429.0,164.0,123.0,1037.0,12154.0,2829.0,765.0,2794.0,3179.0,406.0,588.0,55.0,129.0,110.0,304.0,2077.0,2663.0,3200206
3200207,5681.0,275.0,776.0,1784.0,1642.0,787.0,270.0,147.0,1158.0,20460.0,4656.0,1772.0,4599.0,5621.0,1258.0,1482.0,90.0,167.0,180.0,424.0,2950.0,4183.0,3200207
3200308,2397.0,12.0,256.0,683.0,739.0,461.0,180.0,66.0,510.0,9424.0,2193.0,1180.0,2123.0,2324.0,1015.0,1172.0,47.0,87.0,94.0,118.0,864.0,1215.0,3200308
3200309,2437.0,65.0,260.0,561.0,683.0,530.0,224.0,114.0,877.0,9871.0,2315.0,1546.0,2281.0,2394.0,1353.0,1532.0,85.0,147.0,170.0,108.0,602.0,871.0,3200309
3200310,3631.0,7.0,459.0,1125.0,1190.0,583.0,183.0,84.0,646.0,13719.0,3126.0,1259.0,3110.0,3615.0,954.0,1120.0,49.0,89.0,98.0,256.0,1901.0,2563.0,3200310
3300411,5362.0,391.0,942.0,1963.0,1406.0,433.0,166.0,61.0,482.0,17431.0,4004.0,1347.0,4002.0,5360.0,867.0,960.0,36.0,60.0,72.0,444.0,2982.0,4421.0,3300411
