id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
9010101,6267,338.0,1808,2377,1153,460,85.0,46,378,18885,4143,470,4094,6197,18.0,20.0,3.0,6.0,6.0,449,4067,6173,9010101
9010102,26,0.0,3,14,2,4,0.0,3,22,98,24,7,23,24,3.0,3.0,1.0,3.0,2.0,3,17,19,9010102
9010201,2227,18.0,362,578,818,330,87.0,34,252,8172,1735,228,1669,2159,0.0,0.0,2.0,4.0,4.0,226,1665,2155,9010201
9010202,4665,218.0,1439,1970,774,233,24.0,7,58,13469,2421,530,2395,4562,58.0,59.0,2.0,3.0,4.0,470,2333,4500,9010202
9010301,9236,217.0,2120,3296,2682,813,76.0,32,241,29835,5715,1064,5678,9184,63.0,78.0,9.0,16.0,18.0,992,5584,9103,9010301
9010302,1130,1.0,37,151,311,339,193.0,98,760,5385,1201,1014,1194,1124,942.0,1044.0,56.0,100.0,112.0,16,50,70,9010302
9010401,4819,272.0,582,1897,1597,308,110.0,53,410,16125,3118,1061,3049,4653,580.0,582.0,35.0,58.0,70.0,446,2408,4003,9010401
9010402,5769,225.0,1182,2025,1342,569,260.0,166,1279,19716,4316,1457,4236,5674,830.0,1049.0,69.0,128.0,138.0,558,3059,4706,9010402
9020501,3504,245.0,866,1518,627,165,37.0,46,349,10435,2284,448,2245,3452,172.0,163.0,4.0,6.0,8.0,272,2075,3272,9020501
9020502,8438,506.0,1083,3850,2467,435,68.0,29,256,26929,5253,895,5085,8021,65.0,64.0,9.0,19.0,18.0,821,5002,7938,9020502
9020601,4206,176.0,822,1653,1125,394,29.0,7,61,13484,2752,400,2680,4128,8.0,12.0,0.0,0.0,0.0,392,2667,4120,9020601
9020602,1972,92.0,201,792,572,214,68.0,33,248,6884,1315,630,1272,1854,473.0,431.0,12.0,19.0,24.0,145,822,1357,9020602
9020701,824,349.0,156,166,101,27,1.0,24,304,2008,511,68,487,756,34.0,26.0,1.0,2.0,2.0,33,459,720,9020701
9020702,9415,330.0,2087,3568,2299,833,191.0,107,858,30573,6221,1986,6114,9300,974.0,926.0,63.0,106.0,126.0,949,5081,8200,9020702
