id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
06010101,3527,142,334,863,997,644,334,213,1673,14284,3118,742,3068,3416,318,467,39,99,78,385,2502,3020,6010101
06010102,4907,289,816,1602,1371,537,192,100,790,16838,3761,407,3570,4669,6,6,5,6,10,396,3557,4653,6010102
06010103,3337,72,499,1276,944,443,77,26,202,11553,2519,286,2487,3299,3,2,2,2,4,281,2483,3292,6010103
06010204,3811,428,663,1423,828,277,118,74,566,11994,2571,579,2550,3784,142,210,8,16,16,429,2323,3626,6010204
06010205,5302,213,1055,1875,1323,501,183,152,1202,18045,3996,719,3948,5250,198,291,34,67,68,487,3590,4984,6010205
06010206,4388,194,817,1644,1031,504,117,81,627,14733,3092,467,3073,4360,49,74,11,29,22,407,2969,4289,6010206
06010207,4446,147,698,1671,1322,410,119,79,598,15206,3224,496,3193,4398,31,54,16,34,32,449,3105,4335,6010207
06010208,3755,145,896,1206,873,419,134,82,650,12596,2746,360,2707,3697,17,29,13,27,26,330,2651,3654,6010208
06010209,5198,138,1038,1878,1616,420,76,32,247,17115,3583,475,3479,5094,5,3,–,–,–,470,3476,5089,6010209
06010210,2710,76,369,1122,769,269,82,23,167,9260,1878,263,1872,2702,1,1,1,2,2,261,1869,2699,6010210
06020301,2682,29,512,813,784,297,132,115,961,9866,2079,701,2074,2676,434,539,43,88,86,224,1446,2156,6020301
06020302,2792,69,374,953,747,354,141,154,1288,10568,2340,693,2305,2756,290,443,68,146,136,335,1715,2330,6020302
06020303,4301,174,941,1611,1302,234,22,17,138,13537,2739,526,2710,4263,36,40,8,11,16,482,2659,4211,6020303
06020304,4060,319,687,1541,1022,331,101,59,468,13133,2678,587,2639,4011,125,175,26,51,52,436,2413,3834,6020304
06020305,6042,662,913,1767,1860,577,156,107,834,19884,4004,884,3892,5617,376,520,16,33,32,492,3339,5209,6020305
06020306,3263,78,514,772,723,547,329,300,2404,13427,2913,1721,2880,3222,1346,1584,90,172,180,285,1124,1696,6020306
06020407,2465,105,678,483,903,286,6,4,35,8023,1585,108,1583,2463,9,11,3,6,6,96,1566,2448,6020407
06020408,3828,32,699,1345,1021,385,188,158,1221,13823,2800,966,2768,3792,562,688,62,121,124,342,1959,3106,6020408
06020409,4375,322,628,1348,1136,566,165,210,1755,15741,3550,922,3479,4307,377,558,66,167,132,479,2754,3798,6020409
06020410,3488,39,360,856,1028,599,290,316,2582,14756,3285,1199,3194,3384,677,947,153,314,306,369,1933,2401,6020410
06020411,3959,50,251,992,1130,811,397,328,2594,17079,3664,1789,3632,3931,1352,1645,153,286,306,284,1702,2273,6020411
06030501,2657,29,170,739,665,496,297,261,2061,11569,2518,1302,2488,2626,993,1223,76,147,152,233,1118,1481,6030501
06030502,3323,116,845,1154,842,287,39,40,338,10643,2114,566,2108,3316,184,222,25,41,50,357,1845,3082,6030502
06030503,6299,108,750,1777,2061,985,390,228,1842,24290,5117,981,4973,6142,206,314,68,147,136,707,4512,5800,6030503
06030504,5268,77,526,1192,1349,876,602,646,5191,23284,5230,2398,5189,5227,1641,2323,237,508,474,520,2358,3112,6030504
06030605,3651,189,550,943,1075,429,233,232,1871,13832,3096,652,3028,3566,208,343,41,108,82,403,2577,3276,6030605
06030606,2677,227,406,969,662,243,103,67,514,8941,1962,396,1931,2641,146,200,19,51,38,231,1680,2457,6030606
06030607,1433,254,78,226,435,262,139,39,307,5279,1059,341,963,1118,210,236,25,55,50,106,672,858,6030607
06030608,5469,222,426,820,1365,1274,769,593,4719,24697,5690,2944,5671,5453,2386,3246,190,362,380,368,2063,2687,6030608
06030609,6392,389,768,1927,1729,888,366,325,2628,23886,5363,1250,5266,6269,379,582,102,256,204,769,4427,5686,6030609
06030610,3949,67,357,1149,947,619,328,482,4052,17131,4016,1223,3899,3839,597,1004,165,402,330,461,2492,2912,6030610
06040701,4762,159,463,950,1082,877,556,675,5762,21746,5342,2379,5222,4561,1821,2832,192,428,384,366,1963,2356,6040701
06040702,2204,14,154,187,744,546,351,208,1578,10273,2348,836,2339,2196,588,778,33,66,66,215,1495,1542,6040702
06040703,5460,599,761,880,1160,784,510,766,6320,22701,5522,2008,5239,4695,1304,2134,189,510,378,515,2596,3013,6040703
06040804,3760,54,259,661,902,739,530,615,5354,18392,4373,1773,4313,3712,1220,1961,161,398,322,392,1954,2170,6040804
06040805,2663,100,340,576,551,485,253,358,2990,11645,2709,1031,2624,2559,632,975,83,206,166,316,1444,1761,6040805
06040806,3802,35,561,1260,532,531,557,326,2570,15632,3194,1917,3189,3791,1417,1707,35,69,70,465,1413,2304,6040806
06040807,2866,88,307,863,623,363,262,360,2930,12100,2770,892,2457,2501,517,861,80,191,160,295,1406,1824,6040807
06040808,1869,8,111,352,646,482,194,76,604,8048,1910,336,1907,1866,132,243,5,18,10,199,1647,1724,6040808
06040809,2094,111,136,339,429,301,284,494,4199,10524,2667,934,2599,1959,651,1254,100,244,200,183,1100,1108,6040809
06040810,3462,221,325,616,730,574,316,680,6224,16629,4598,1385,4477,3211,934,2096,134,404,268,317,1977,2009,6040810
