id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
041001,9997,334.0,1362,3941,3598,721,12,29,218,33168,5981,891,5870,9762,38,32,5.0,9.0,10.0,848,5829,9714,8200203
042002,6934,918.0,1198,1406,1354,888,478,692,5530,25786,6411,2104,6243,6251,1496,2438,148.0,332.0,296.0,460,3473,4459,21001025
042003,16169,1223.0,2963,4784,4358,1543,735,563,4509,55567,13222,1835,12847,15519,366,767,104.0,290.0,208.0,1365,11790,14945,16801238
043004,24791,1766.0,5515,8232,5887,2331,769,291,2216,79525,18405,1694,17828,23474,44,56,9.0,14.0,18.0,1641,17757,23412,21502070
043005,9052,449.0,2241,4053,1759,436,87,27,203,27031,6057,672,5982,8945,10,10,3.0,7.0,6.0,659,5965,8929,8601035
043006,29207,2650.0,7432,10160,6054,2139,560,212,1592,87857,20480,1862,19409,27483,44,38,29.0,48.0,58.0,1789,19322,27381,25803729
044007,11088,712.0,1716,3015,2832,1371,729,713,5901,41647,11232,2488,10898,10630,1057,2204,176.0,516.0,352.0,1255,8176,9221,22003635
044008,20034,357.0,3170,7526,5882,2007,652,440,3529,70279,15560,2422,15338,19701,553,976,86.0,242.0,172.0,1783,14123,18976,26404995
045009,16532,1104.0,3684,5628,3695,1518,647,256,1924,53532,12584,1187,12288,16019,65,110,18.0,46.0,36.0,1104,12132,15918,18003750
045010,23824,1410.0,4823,8011,5607,2331,1112,530,4038,79882,19709,1585,18558,22494,60,58,29.0,54.0,58.0,1496,18447,22376,27006255
045011,28380,1323.0,6654,10026,6497,2486,1032,362,2740,92059,21116,1938,20581,27577,82,109,21.0,42.0,42.0,1835,20432,27453,36009196
