id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
0410,9997,334.0,1362,3941,3598,721,12,29,218,33168,5981,891,5870,9762,38,32,5.0,9.0,10.0,848,5829,9714,8200203
0420,23103,2141.0,4161,6190,5712,2431,1213,1255,10039,81353,19633,3939,19090,21770,1862,3205,252.0,622.0,504.0,1825,15263,19404,37802263
0430,63050,4865.0,15188,22445,13700,4906,1416,530,4011,194413,44942,4228,43219,59902,98,104,41.0,69.0,82.0,4089,43044,59722,55906834
0440,31122,1069.0,4886,10541,8714,3378,1381,1153,9430,111926,26792,4910,26236,30331,1610,3180,262.0,758.0,524.0,3038,22299,28197,48408630
0450,68736,3837.0,15161,23665,15799,6335,2791,1148,8702,225473,53409,4710,51427,66090,207,277,68.0,142.0,136.0,4435,51011,65747,81019201
