id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
03100102,1440,31,373,319,391,233,54,39,300,5087,1044,343,1028,1418,248,302,22,45,44,73,682,1126,3100102
03100103,4684,148,751,1196,1956,573,58,2,18,16293,2900,371,2895,4678,49,46,–,–,–,322,2849,4629,3100103
03200204,1033,15,80,251,340,202,86,59,462,4276,982,844,970,1021,756,746,60,115,120,28,108,145,3200204
03200205,4283,107,478,1439,1265,580,231,183,1412,16138,3750,1479,3713,4240,1000,1219,81,152,162,398,2342,3078,3200205
03200206,3202,67,333,1089,997,429,164,123,1037,12154,2829,765,2794,3179,406,588,55,129,110,304,2077,2663,3200206
03200207,5681,275,776,1784,1642,787,270,147,1158,20460,4656,1772,4599,5621,1258,1482,90,167,180,424,2950,4183,3200207
03200308,2397,12,256,683,739,461,180,66,510,9424,2193,1180,2123,2324,1015,1172,47,87,94,118,864,1215,3200308
03200309,2437,65,260,561,683,530,224,114,877,9871,2315,1546,2281,2394,1353,1532,85,147,170,108,602,871,3200309
03200310,3631,7,459,1125,1190,583,183,84,646,13719,3126,1259,3110,3615,954,1120,49,89,98,256,1901,2563,3200310
03300411,5362,391,942,1963,1406,433,166,61,482,17431,4004,1347,4002,5360,867,960,36,60,72,444,2982,4421,3300411
03300412,2314,22,106,390,666,613,329,188,1468,10575,2511,1829,2493,2292,1598,1914,148,267,296,83,311,398,3300412
03300413,1341,7,106,198,413,359,159,99,763,5977,1432,1069,1418,1321,969,1132,61,109,122,39,177,230,3300413
03300514,2859,10,132,484,873,775,383,202,1561,12952,3064,2482,3039,2828,2286,2590,138,243,276,58,205,266,3300514
03300515,25,–,3,4,17,1,–,–,–,91,16,12,16,25,7,5,1,1,2,4,9,16,3300515
03300516,3729,98,533,911,1001,718,327,141,1140,14593,3358,1932,3340,3706,1667,1969,88,157,176,177,1215,1863,3300516
03300517,516,3,12,64,165,160,74,38,290,2413,531,488,519,504,472,491,16,28,32,–,–,–,3300517
03400618,2029,10,151,490,644,399,233,102,796,8547,1986,1081,1954,1990,868,1078,48,94,96,165,782,1026,3400618
03400619,5225,85,719,2078,1270,668,246,159,1239,18892,4180,1505,4160,5177,928,1185,74,139,148,503,2835,4101,3400619
03400620,1520,71,183,268,458,295,133,112,902,6248,1490,732,1487,1517,582,752,51,104,102,99,630,833,3400620
03400721,5815,211,1008,2209,1583,614,158,32,244,19448,4479,594,4442,5773,73,102,7,18,14,514,4322,5686,3400721
03400722,1737,36,174,590,545,244,110,38,307,6521,1510,277,1501,1727,107,173,15,36,30,155,1292,1590,3400722
03400723,4130,149,622,1657,1171,428,93,10,93,13839,2859,377,2834,4106,22,26,6,12,12,349,2795,4072,3400723
03400724,4540,39,217,2083,1569,521,89,22,158,16295,3113,573,3108,4533,85,98,1,2,2,487,3009,4446,3400724
03400725,4140,28,465,1614,1448,463,69,53,402,14723,2768,650,2760,4119,213,275,27,49,54,410,2436,3852,3400725
03400826,3858,51,557,1373,1363,457,47,10,73,13376,2612,382,2471,3675,12,14,2,5,4,368,2452,3659,3400826
03400827,5399,173,881,2064,1734,460,68,19,144,17915,3588,488,3516,5280,18,27,5,6,10,465,3482,5252,3400827
03400828,2995,78,470,1063,1076,272,32,4,29,10092,1966,266,1966,2995,34,40,2,3,4,230,1922,2957,3400828
03400829,3449,404,915,1102,774,216,36,2,15,9947,2198,257,2186,3430,6,9,6,15,12,245,2163,3412,3400829
03400830,5781,40,418,3093,1861,324,34,11,91,19514,3589,685,3581,5773,15,13,2,3,4,668,3564,5754,3400830
03400831,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3400831
03500932,3451,30,189,1474,1296,189,236,37,280,12655,2225,565,2208,3432,167,195,18,26,36,380,1987,3229,3500932
03500933,4102,73,715,1950,900,318,101,45,364,13513,2893,559,2810,3994,129,175,33,66,66,397,2568,3799,3500933
03500934,6004,473,1408,2356,1343,353,48,23,188,17970,4052,611,3985,5925,60,88,27,44,54,524,3853,5811,3500934
03500935,3668,126,633,1558,1004,269,64,14,105,11916,2546,438,2446,3541,47,54,13,25,26,378,2368,3468,3500935
03500936,5289,118,997,2204,1387,467,94,22,159,17330,3743,622,3644,5156,53,76,21,44,42,548,3523,5061,3500936
03501037,5026,233,845,2403,1241,228,43,33,261,15755,3118,597,3071,4873,150,176,16,28,32,431,2867,4691,3501037
03501038,3924,59,753,1524,1027,451,57,53,424,13266,2778,693,2760,3913,308,380,8,13,16,377,2366,3589,3501038
03601139,2250,197,649,717,518,130,34,5,37,6609,1425,175,1392,2212,21,25,6,16,12,148,1351,2179,3601139
03601140,3336,201,905,1286,690,170,65,19,142,10011,2257,208,2216,3283,3,4,1,1,2,204,2211,3278,3601140
03601141,4058,221,945,1500,1021,314,38,19,146,12639,2885,244,2796,3950,4,7,–,–,–,240,2789,3946,3601141
