id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
10010001,Marzahn West,3022,–,454,744,1374,396,47,7,53,10951,1871,365,1867,3015,109,107,9,13,18,247,1747,2888,10010001
10010102,Havemannstraße,9243,19,1878,1867,3765,1377,325,12,96,33367,5801,479,5792,9231,1,2,1,1,2,477,5789,9228,10010102
10010203,Gewerbegebiet Bitterfelder Straße,336,330,1,2,–,1,1,1,7,356,122,1,1,1,1,1,–,–,–,–,–,–,10010203
10010204,Wuhletalstraße,5355,55,736,970,1927,1272,369,26,193,20912,3494,258,3486,5343,–,–,1,2,2,257,3484,5341,10010204
10010205,Marzahn Ost,4768,165,940,1220,1711,628,100,4,32,16321,2884,245,2883,4767,–,–,–,–,–,245,2883,4767,10010205
10010206,Ringkolonnaden,9681,336,1453,2727,2606,1782,734,43,318,35479,6062,478,4806,7586,174,196,13,27,26,291,4583,7386,10010206
10010207,Marzahner Promenade,5792,10,1055,1269,2275,964,219,–,–,21161,3742,108,2131,3430,–,–,1,2,2,107,2130,3428,10010207
10010308,Marzahner Chaussee,996,5,92,211,225,260,127,76,578,4362,907,549,829,893,461,550,48,77,96,40,202,336,10010308
10010309,Springpfuhl,8338,95,1174,2598,2438,1544,416,73,520,30725,5176,248,5174,8336,1,2,1,3,2,246,5169,8333,10010309
10010310,Alt-Marzahn,9628,43,1298,2089,3546,2060,480,112,857,37127,6682,1267,6645,9587,815,916,63,104,126,389,5625,8646,10010310
10010311,Landsberger Tor,1409,83,106,939,184,70,22,5,45,4375,1059,156,1003,1291,1,1,–,–,–,155,1002,1290,10010311
10020412,Alte Hellersdorfer Straße,3302,660,709,947,699,264,13,10,83,9196,2082,160,2081,3301,20,24,1,2,2,139,2055,3279,10020412
10020413,Gut Hellersdorf,8773,861,1714,3847,1972,343,25,11,97,25680,5178,750,5176,8771,10,14,7,8,14,733,5154,8747,10020413
10020414,Helle Mitte,863,60,301,247,225,14,–,16,112,2485,535,79,528,852,3,3,–,–,–,76,525,849,10020414
10020415,Hellersdorfer Promenade,2774,61,459,765,1050,417,20,2,17,9696,1710,234,1707,2768,–,–,–,–,–,234,1707,2768,10020415
10020416,Böhlener Straße,2820,55,421,830,1131,353,24,6,56,9876,1759,244,1758,2818,1,1,–,–,–,243,1757,2817,10020416
10020517,Adele-Sandrock-Straße,5001,123,473,1355,1642,1135,257,16,115,19034,3230,443,3229,5000,2,2,1,2,2,440,3226,4996,10020517
10020518,Schleipfuhl,2540,361,483,1144,521,24,4,3,23,7010,1637,216,1637,2540,17,19,1,2,2,198,1616,2521,10020518
10020519,Boulevard Kastanienallee,2969,209,197,712,1222,552,70,7,63,10870,1779,278,1726,2760,35,40,1,1,2,242,1685,2723,10020519
10020620,Kaulsdorf Nord II,2025,43,167,601,993,204,13,4,29,7279,1175,217,1170,2018,45,53,–,–,–,172,1116,1973,10020620
10020621,Gelbes Viertel,3323,571,659,1344,655,89,3,2,19,9023,2043,233,2043,3323,1,2,–,–,–,232,2041,3322,10020621
10020622,Kaulsdorf Nord I,4516,10,413,1051,1982,949,92,19,143,17357,2698,403,2698,4516,37,47,3,5,6,363,2646,4473,10020622
10020623,Rotes Viertel,3624,437,902,1415,738,129,2,1,8,10103,2330,234,2330,3624,24,24,–,–,–,210,2306,3600,10020623
10030724,Oberfeldstraße,3899,414,225,594,1187,802,433,244,1857,15859,3424,2242,3253,3380,1858,2081,214,367,428,170,805,1094,10030724
10030725,Buckower Ring,3305,7,338,1235,1002,473,208,42,334,12343,2119,576,2114,3300,372,412,25,46,50,179,1656,2878,10030725
10030726,Alt-Biesdorf,1291,4,49,335,327,327,161,88,668,5684,1210,860,1167,1246,755,819,52,90,104,53,258,387,10030726
10030727,Biesdorf Süd,3956,15,121,479,1071,1254,626,390,2990,18994,4201,3411,4179,3932,3123,3504,201,362,402,87,314,407,10030727
10040828,Kaulsdorf Nord,3557,83,258,777,925,799,472,243,1877,15334,3421,2339,3379,3500,1960,2212,204,354,408,175,813,1132,10040828
10040829,Alt-Kaulsdorf,1816,17,227,439,497,364,189,83,648,7378,1621,1015,1576,1753,785,879,93,158,186,137,539,782,10040829
10040830,Kaulsdorf Süd,3354,19,122,511,805,1030,580,287,2234,15880,3524,2850,3489,3312,2567,2883,221,393,442,62,213,303,10040830
10040931,Mahlsdorf Nord,4092,37,122,585,990,1308,695,355,2773,19479,4249,3385,4208,4049,3043,3418,221,373,442,121,417,564,10040931
10040932,Alt-Mahlsdorf,1857,28,128,371,504,439,227,160,1248,8218,1822,1220,1777,1803,1002,1148,106,194,212,112,435,589,10040932
10040933,Mahlsdorf Süd,6662,27,292,1042,1726,1961,992,622,4864,31262,6928,5377,6860,6577,4790,5451,401,696,802,186,713,985,10040933
