id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
10010101,Marzahn West,3025,–,454,743,1376,397,47,8,62,10970,1874,367,1870,3018,110,109,10,14,20,247,1747,2888,10010101
10010102,Havemannstraße,9771,360,1954,1949,3792,1377,325,14,117,34235,5992,480,5901,9398,1,2,1,1,2,478,5898,9395,10010102
10010203,Gewerbegebiet Bitterfelder Straße,414,407,2,2,–,1,1,1,7,435,145,1,1,1,1,1,–,–,–,–,–,–,10010203
10010204,Wuhletalstraße,5357,55,736,970,1927,1272,369,28,209,20928,3497,258,3486,5343,–,–,1,2,2,257,3484,5341,10010204
10010205,Marzahn Ost,4768,165,940,1220,1711,628,100,4,32,16321,2884,245,2883,4767,–,–,–,–,–,245,2883,4767,10010205
10010206,Ringkolonnaden,10119,623,1486,2796,2652,1784,735,43,318,36239,6257,487,4940,7845,178,201,13,27,26,296,4712,7641,10010206
10010207,Marzahner Promenade,5792,10,1055,1269,2275,964,219,–,–,21161,3742,108,2131,3430,–,–,1,2,2,107,2130,3428,10010207
10010308,Marzahner Chaussee,1025,5,93,212,230,273,132,80,608,4512,944,575,864,920,487,585,47,76,94,41,204,339,10010308
10010309,Springpfuhl,8579,109,1195,2706,2502,1572,422,73,520,31537,5338,252,5269,8462,1,2,1,3,2,250,5264,8459,10010309
10010310,Alt-Marzahn,9998,229,1396,2122,3571,2074,487,119,907,37870,6864,1297,6780,9771,839,950,67,111,134,391,5719,8798,10010310
10010311,Landsberger Tor,1759,83,213,1109,249,76,24,5,45,5401,1331,185,1274,1641,1,1,–,–,–,184,1273,1640,10010311
10020412,Alte Hellersdorfer Straße,3519,660,816,1039,714,265,13,12,99,9767,2232,173,2231,3518,23,29,1,2,2,149,2200,3493,10020412
10020413,Gut Hellersdorf,8904,861,1742,3928,1987,347,25,14,130,26092,5265,752,5263,8902,10,14,6,6,12,736,5243,8880,10020413
10020414,Helle Mitte,863,60,301,247,225,14,–,16,112,2485,535,79,528,852,3,3,–,–,–,76,525,849,10020414
10020415,Hellersdorfer Promenade,3216,249,586,862,1079,418,20,2,17,10550,1939,244,1931,3201,–,–,–,–,–,244,1931,3201,10020415
10020416,Böhlener Straße,2985,111,451,874,1156,363,24,6,56,10274,1862,251,1861,2983,1,1,–,–,–,250,1861,2982,10020416
10020517,Adele-Sandrock-Straße,5852,299,797,1584,1757,1142,257,16,115,21040,3696,468,3657,5707,2,2,1,2,2,465,3654,5703,10020517
10020518,Schleipfuhl,2540,360,484,1144,521,24,4,3,23,7011,1637,216,1637,2540,17,19,1,2,2,198,1616,2521,10020518
10020519,Boulevard Kastanienallee,3004,209,197,712,1222,587,70,7,63,11045,1820,313,1767,2795,70,80,1,1,2,242,1685,2723,10020519
10020620,Kaulsdorf Nord II,2081,57,205,605,993,204,13,4,29,7381,1203,221,1198,2074,45,53,–,–,–,176,1145,2029,10020620
10020621,Gelbes Viertel,3323,571,659,1344,655,89,3,2,19,9023,2043,233,2043,3323,1,2,–,–,–,232,2041,3322,10020621
10020622,Kaulsdorf Nord I,4850,153,558,1073,2006,949,92,19,143,17952,2885,415,2885,4850,37,47,3,5,6,375,2833,4807,10020622
10020623,Rotes Viertel,3624,437,902,1415,738,129,2,1,8,10103,2330,234,2330,3624,24,24,–,–,–,210,2306,3600,10020623
10030724,Oberfeldstraße,3965,414,227,607,1206,814,443,254,1937,16178,3505,2293,3335,3447,1902,2141,216,372,432,175,822,1113,10030724
10030725,Buckower Ring,3783,72,433,1471,1077,477,210,43,342,13646,2464,606,2456,3777,376,419,25,46,50,205,1991,3351,10030725
10030726,Alt-Biesdorf,1690,33,56,458,526,351,173,93,721,7137,1503,907,1460,1645,772,844,52,90,104,83,526,769,10030726
10030727,Biesdorf Süd,4376,33,244,565,1179,1286,662,407,3131,20465,4598,3608,4566,4334,3301,3735,204,368,408,103,464,625,10030727
10040828,Kaulsdorf Nord,3662,92,261,779,940,841,498,251,1950,15854,3545,2419,3503,3597,2035,2317,206,358,412,178,829,1150,10040828
10040829,Alt-Kaulsdorf,1836,19,235,442,497,365,189,89,700,7462,1645,1024,1598,1772,791,892,94,160,188,139,546,793,10040829
10040830,Kaulsdorf Süd,3483,18,128,514,830,1075,611,307,2407,16584,3693,2959,3655,3439,2662,3016,233,420,466,64,219,311,10040830
10040931,Mahlsdorf Nord,4337,39,157,624,1024,1368,752,373,2919,20592,4540,3560,4498,4294,3200,3641,226,381,452,134,476,642,10040931
10040932,Alt-Mahlsdorf,2061,44,213,408,514,465,249,168,1324,8893,1996,1298,1951,2007,1062,1229,106,195,212,130,527,733,10040932
10040933,Mahlsdorf Süd,6996,30,298,1059,1776,2107,1068,658,5155,33005,7364,5670,7294,6908,5070,5840,405,703,810,195,751,1028,10040933
