id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
12103115,Breitkopfbecken,4382,226,1097,1790,984,212,23,50,358,13282,2637,460,2541,4204,4,6,1,2,2,455,2533,4198,12103115
12103116,Hausotterplatz,4729,263,934,1794,1313,331,75,19,141,15011,3040,546,2986,4646,28,32,17,21,34,501,2933,4584,12103116
12103117,Letteplatz,5606,292,1197,2408,1350,260,50,49,376,17286,3464,615,3385,5472,62,80,10,20,20,543,3285,5390,12103117
12103218,Teichstraße,7133,401,1469,2534,1973,593,114,49,364,22846,4511,939,4376,6726,244,241,31,51,62,664,4084,6420,12103218
12103219,Schäfersee,4833,149,1131,1967,1148,319,78,41,313,15280,3032,591,2985,4770,100,96,3,5,6,488,2884,4664,12103219
12103220,Humboldtstraße,2827,62,415,1095,1094,113,32,16,140,9450,1702,399,1696,2818,57,62,11,20,22,331,1614,2739,12103220
12214125,Waldidyll/Flughafensee,3477,53,361,859,975,579,389,261,2032,14513,3091,1737,3056,3437,1361,1608,147,267,294,229,1181,1782,12214125
12214126,Tegel Süd,4409,393,348,1735,1464,384,55,30,220,14620,2683,456,2651,4304,58,56,10,18,20,388,2577,4226,12214126
12214421,Reinickes Hof,1504,74,216,683,425,91,9,6,46,4810,933,258,912,1483,74,85,2,3,4,182,824,1405,12214421
12214422,Klixstraße,3945,279,713,1363,1179,368,29,14,115,12639,2455,295,2437,3923,15,15,7,10,14,273,2412,3894,12214422
12214423,Mellerbogen,3066,67,403,1031,1222,259,59,25,194,10697,2039,358,2023,3046,125,138,24,45,48,209,1840,2873,12214423
12214424,Scharnweberstraße,5961,602,827,2468,1614,332,69,49,384,18574,3616,722,3422,5397,119,125,9,21,18,594,3276,5260,12214424
12214527,Alt-Tegel,6150,253,1416,2054,1539,643,164,81,635,20237,4616,745,4448,5917,193,290,41,88,82,511,4070,5642,12214527
12214528,Tegeler Forst,34,1,1,6,11,8,2,5,38,155,36,22,35,33,18,21,2,4,4,2,10,11,12214528
12224229,Konradshöhe/Tegelort,2899,29,187,491,774,651,436,331,2588,13431,3095,1867,3071,2869,1496,1912,188,365,376,183,793,997,12224229
12224230,Heiligensee,8266,92,517,1252,2150,2018,1263,974,7676,38826,8617,5918,8533,8181,5022,5997,561,1000,1122,335,1535,2037,12224230
12231101,Hermsdorf,8277,109,836,1425,1988,1658,1140,1121,8984,38122,8535,4611,8396,8108,3441,4509,517,1002,1034,653,2884,3633,12231101
12231102,Frohnau,7916,102,490,1209,1784,1650,1201,1480,11979,39280,9014,4852,8952,7848,3811,5504,416,851,832,625,2596,3205,12231102
12301203,Wittenau Süd,7579,429,1104,2440,2237,860,300,209,1658,26663,5282,1887,5246,7542,1061,1153,132,224,264,694,3870,6217,12301203
12301204,Wittenau Nord,3167,77,444,785,744,589,329,199,1516,12731,2837,992,2817,3149,589,738,81,157,162,322,1923,2398,12301204
12301205,Waidmannslust,2535,84,230,644,634,444,241,258,2084,10762,2381,1103,2313,2458,714,955,160,302,320,229,1056,1424,12301205
12301206,Lübars,2274,16,106,349,608,542,405,248,1960,10807,2382,1720,2364,2258,1506,1754,129,227,258,85,383,494,12301206
12302107,Schorfheidestraße,1295,6,77,280,347,301,173,111,897,5828,1256,738,1239,1278,606,705,69,125,138,63,408,534,12302107
12302108,Märkisches Zentrum,6824,52,1423,1701,2235,1240,165,8,61,24192,4727,200,4561,6431,17,19,2,4,4,181,4538,6410,12302108
12302109,Treuenbrietzener Straße,5103,7,1280,1109,1839,863,–,5,35,17600,3438,73,3362,4883,2,4,–,–,–,71,3358,4881,12302109
12302110,Dannenwalder Weg,4332,14,643,1353,1261,999,52,10,74,15784,3159,191,3155,4327,47,54,6,12,12,138,3089,4268,12302110
12302211,Lübarser Straße,1669,6,208,578,312,343,132,90,744,6655,1378,638,1335,1614,471,538,80,138,160,87,658,983,12302211
12302212,Rollbergesiedlung,2631,–,610,596,829,514,47,35,273,9449,1890,237,1889,2628,125,157,8,17,16,104,1715,2487,12302212
12304313,Borsigwalde,3929,96,735,1699,877,335,114,73,596,13126,2626,852,2553,3826,337,385,59,98,118,456,2070,3371,12304313
12304314,Ziekowstraße/Freie Scholle,5839,258,602,2300,1494,744,278,163,1276,21002,4031,1955,4011,5817,1196,1198,122,229,244,637,2584,4377,12304314
