id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
6010101,3555,142,339,873,1000,649,335,217,1710,14404,3157,747,3107,3444,319,470,39.0,99.0,78.0,389,2538,3047,6010101
6010102,4916,289,819,1605,1373,538,191,101,797,16867,3772,407,3581,4678,6,6,5.0,6.0,10.0,396,3569,4662,6010102
6010103,3342,72,500,1277,947,443,77,26,202,11570,2524,286,2491,3304,3,2,2.0,2.0,4.0,281,2487,3297,6010103
6010204,3836,428,666,1444,830,276,118,74,567,12067,2589,579,2568,3809,142,209,7.0,15.0,14.0,430,2343,3653,6010204
6010205,5428,240,1079,1902,1357,510,185,155,1229,18421,4086,729,4041,5364,204,304,34.0,67.0,68.0,491,3670,5092,6010205
6010206,4453,209,851,1652,1033,506,119,83,642,14885,3130,472,3110,4425,52,78,11.0,29.0,22.0,409,3003,4351,6010206
6010207,4491,160,709,1676,1334,413,120,79,598,15325,3253,501,3222,4443,35,59,16.0,34.0,32.0,450,3129,4376,6010207
6010208,3830,142,933,1233,885,423,132,82,650,12804,2807,367,2769,3774,16,28,14.0,28.0,28.0,337,2712,3730,6010208
6010209,5237,138,1040,1892,1616,439,79,33,256,17283,3633,477,3529,5133,5,3,0.0,0.0,0.0,472,3526,5128,6010209
6010210,2716,76,371,1125,770,270,81,23,167,9276,1883,263,1877,2708,1,1,1.0,2.0,2.0,261,1875,2705,6010210
6020301,2701,30,513,818,781,302,139,118,982,9960,2109,714,2103,2695,445,560,44.0,92.0,88.0,225,1452,2162,6020301
6020302,2929,201,375,951,745,359,143,155,1300,10737,2398,695,2334,2763,289,444,68.0,149.0,136.0,338,1741,2338,6020302
6020303,4307,174,943,1615,1303,234,22,16,130,13549,2741,526,2713,4269,36,40,8.0,11.0,16.0,482,2661,4217,6020303
6020304,4147,319,682,1590,1056,338,100,62,492,13459,2757,588,2719,4098,125,178,25.0,47.0,50.0,438,2494,3923,6020304
6020305,5984,601,913,1767,1861,576,159,107,834,19840,3993,883,3859,5508,379,525,16.0,33.0,32.0,488,3302,5097,6020305
6020306,3281,78,514,775,731,549,329,305,2445,13519,2939,1732,2906,3240,1355,1600,89.0,171.0,178.0,288,1135,1707,6020306
6020407,2465,105,678,483,903,286,6,4,35,8023,1585,108,1583,2463,9,11,3.0,6.0,6.0,96,1566,2448,6020407
6020408,3927,36,716,1389,1030,404,189,163,1263,14172,2878,974,2846,3891,567,698,61.0,119.0,122.0,346,2029,3202,6020408
6020409,4536,463,629,1352,1149,567,165,211,1766,15964,3611,929,3507,4333,379,562,68.0,173.0,136.0,482,2772,3818,6020409
