id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
07010101,5824,652,1042,1790,1503,454,196,187,1511,19075,4533,324,4281,5478,7,8,5,10,10,312,4263,5461,7010101
07010102,8771,548,2019,2841,1994,969,264,136,1059,28573,6363,518,6099,8286,9,13,1,1,2,508,6085,8275,7010102
07010103,5969,443,1176,1978,1470,596,192,114,947,19688,4447,385,4412,5935,4,3,2,4,4,379,4405,5927,7010103
07010104,7217,353,1851,2427,1856,558,122,50,388,22670,4948,502,4836,7086,8,8,4,5,8,490,4823,7070,7010104
07020201,6394,294,1210,2150,1659,629,273,179,1341,21924,4862,452,4820,6352,2,3,1,0,2,449,4816,6348,7020201
07020202,5713,616,1055,2029,1422,381,141,69,532,17784,3991,380,3822,5397,2,1,1,1,2,377,3820,5393,7020202
07020203,9610,373,2401,3285,2261,872,311,107,814,31114,7314,623,7110,9346,12,14,2,3,4,609,7094,9330,7020203
07020204,7637,649,1672,2736,1760,569,190,61,497,23723,5434,502,5268,7421,3,3,4,7,8,495,5258,7410,7020204
07030301,13376,374,1731,4356,3768,1967,800,380,2903,49514,11246,1137,11036,13152,28,44,20,53,40,1089,10939,13084,7030301
07030302,5035,207,791,1313,1448,795,328,153,1253,18716,4061,495,4008,4971,8,8,11,26,22,476,3974,4941,7030302
07030303,6208,114,984,2051,1948,827,205,79,580,21972,4528,523,4501,6178,8,10,5,10,10,510,4481,6160,7030303
07040401,8928,693,2214,2498,1830,887,382,424,3348,30010,6756,1626,6650,8782,882,1175,45,85,90,699,5390,7810,7040401
07040402,1752,57,311,718,469,169,25,3,23,5727,1126,253,1126,1752,78,87,3,5,6,172,1034,1668,7040402
07040403,13349,460,2302,5688,3631,977,170,121,1004,43561,8946,1311,8717,13085,11,13,11,18,22,1289,8686,13052,7040403
07040404,2902,118,249,939,1081,351,84,80,610,10626,2014,583,1994,2882,265,328,16,29,32,302,1637,2585,7040404
07040405,5890,449,1497,2162,1233,422,98,29,213,17772,3845,504,3748,5727,9,10,5,6,10,490,3732,5708,7040405
07040406,2231,108,1106,743,194,43,19,18,131,5785,1239,296,1218,2188,29,34,2,5,4,265,1178,2155,7040406
07050501,9171,259,1844,3659,2696,572,95,46,380,29518,5976,886,5871,9013,19,25,17,27,34,850,5819,8960,7050501
07050502,4096,115,896,1496,1007,367,123,92,698,13694,2829,600,2724,3861,248,293,11,21,22,341,2411,3591,7050502
07050503,5272,135,980,2033,1688,360,55,21,155,17231,3365,756,3322,5212,180,179,6,13,12,570,3129,5020,7050503
07050504,3019,244,887,774,478,362,177,97,777,9901,2175,744,2159,3000,383,446,48,88,96,313,1626,2521,7050504
07050505,4794,90,528,1169,1634,763,344,266,2093,19161,4127,1766,4097,4754,1197,1515,202,343,404,367,2239,3153,7050505
07050506,1033,10,54,200,268,242,152,107,860,4772,1081,645,1071,1022,524,659,61,122,122,60,289,376,7050506
07060601,4626,234,669,1667,1187,554,187,128,973,16186,3302,966,3251,4508,491,520,44,76,88,431,2655,3929,7060601
07060602,2357,74,257,559,670,436,215,146,1169,9584,2086,1025,2063,2322,722,882,87,162,174,216,1018,1426,7060602
07060603,1311,1,139,416,445,205,60,45,334,5026,1053,346,1045,1302,234,280,28,48,56,84,717,1012,7060603
07060604,7357,244,1331,2362,2381,776,175,88,685,25131,5263,883,5225,7300,569,602,11,19,22,303,4604,6709,7060604
07070701,5114,77,398,1523,1317,886,485,428,3365,21415,4620,2428,4584,5074,1799,2240,216,422,432,413,1922,2843,7070701
07070702,5204,123,710,1353,1219,990,456,353,2728,20892,4538,2346,4509,5171,1771,2126,172,331,344,403,2052,3056,7070702
07070703,4680,651,854,1316,1125,491,163,80,626,14866,3528,903,3402,4408,568,748,39,78,78,296,2576,3762,7070703
07070704,4019,318,912,1124,980,455,153,77,608,13235,3018,716,2957,3942,469,552,40,71,80,207,2334,3393,7070704
07070705,3284,36,196,692,793,680,500,387,3050,15126,3332,1892,3304,3253,1502,1925,172,318,344,218,1060,1407,7070705
07070706,1767,3,152,613,452,248,171,128,1032,7252,1575,706,1558,1749,487,618,92,188,184,127,752,1078,7070706
07070707,1475,6,70,303,431,285,200,180,1418,6822,1508,979,1446,1379,809,1001,86,152,172,84,293,398,7070707
