id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
4010101,6025.0,124.0,1449.0,2147.0,1768.0,452.0,71.0,14.0,114.0,19335.0,3388.0,564.0,3378.0,6013.0,1.0,1.0,2.0,4.0,4.0,561.0,3373.0,6008.0,4010101
4010102,287.0,2.0,11.0,88.0,81.0,47.0,22.0,36.0,329.0,1308.0,343.0,225.0,329.0,274.0,193.0,263.0,22.0,33.0,44.0,10.0,33.0,37.0,4010102
4010103,3849.0,1.0,562.0,1571.0,1347.0,351.0,2.0,15.0,107.0,13100.0,2488.0,182.0,2481.0,3842.0,0.0,0.0,0.0,0.0,0.0,182.0,2481.0,3842.0,4010103
4020204,71.0,2.0,15.0,6.0,10.0,11.0,27.0,0.0,0.0,307.0,70.0,10.0,57.0,53.0,0.0,0.0,1.0,2.0,2.0,9.0,54.0,51.0,4020204
4020205,617.0,7.0,34.0,119.0,200.0,104.0,75.0,78.0,641.0,2843.0,641.0,273.0,634.0,607.0,135.0,213.0,51.0,102.0,102.0,87.0,319.0,370.0,4020205
4020206,1714.0,5.0,125.0,544.0,758.0,191.0,48.0,43.0,344.0,6506.0,1392.0,116.0,1392.0,1714.0,51.0,67.0,5.0,11.0,10.0,60.0,1314.0,1653.0,4020206
4020207,1557.0,106.0,313.0,460.0,367.0,127.0,84.0,100.0,804.0,5523.0,1311.0,326.0,1290.0,1516.0,169.0,280.0,17.0,41.0,34.0,140.0,970.0,1313.0,4020207
4020208,1380.0,124.0,133.0,199.0,297.0,220.0,134.0,273.0,2284.0,6363.0,1637.0,600.0,1596.0,1324.0,481.0,803.0,21.0,55.0,42.0,98.0,737.0,801.0,4020208
4020209,1218.0,141.0,79.0,116.0,146.0,149.0,208.0,379.0,3045.0,6269.0,1422.0,783.0,1282.0,947.0,670.0,1027.0,84.0,161.0,168.0,29.0,93.0,109.0,4020209
4020310,316.0,107.0,85.0,61.0,43.0,11.0,5.0,4.0,37.0,754.0,184.0,62.0,100.0,108.0,54.0,56.0,1.0,2.0,2.0,7.0,41.0,52.0,4020310
4020311,8502.0,776.0,1224.0,2285.0,2052.0,1187.0,520.0,458.0,3752.0,31094.0,7056.0,930.0,6776.0,7904.0,186.0,383.0,44.0,117.0,88.0,700.0,6276.0,7630.0,4020311
4020312,2895.0,118.0,468.0,886.0,736.0,372.0,150.0,165.0,1424.0,10840.0,2559.0,536.0,2460.0,2757.0,165.0,320.0,60.0,167.0,120.0,311.0,1973.0,2472.0,4020312
4020313,3961.0,60.0,572.0,1494.0,1222.0,407.0,128.0,78.0,588.0,13965.0,2925.0,309.0,2849.0,3881.0,1.0,1.0,1.0,5.0,2.0,307.0,2843.0,3878.0,4020313
4020314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020314
4030415,2244.0,237.0,1014.0,510.0,364.0,63.0,29.0,27.0,236.0,5976.0,1462.0,93.0,1351.0,1968.0,3.0,3.0,3.0,5.0,6.0,87.0,1343.0,1959.0,4030415
