id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
02010101,Askanischer Platz,3623,344,1289,924,671,258,104,33,252,10544,2202,172,2088,3269,10,14,2,3,4,160,2070,3255,2010101
02010102,Mehringplatz,6495,453,1493,2215,1636,449,178,71,604,20545,4288,353,4159,6371,16,13,11,23,22,326,4123,6333,2010102
02010103,Moritzplatz,7149,453,1455,2757,1907,505,49,23,189,22270,4407,374,4346,7100,5,7,2,3,4,367,4336,7091,2010103
02010104,Wassertorplatz,2167,13,481,732,646,206,53,36,291,7394,1614,119,1601,2157,1,1,2,3,4,116,1597,2152,2010104
02020201,Gleisdreieck/ Entwicklungsgebiet,958,55,272,278,223,88,28,14,102,3035,806,67,795,951,–,–,–,–,–,67,795,951,2020201
02020202,Rathaus Yorckstraße,2995,236,570,861,745,381,141,61,467,10157,2327,229,2278,2941,4,4,3,5,6,222,2268,2931,2020202
02020203,Viktoriapark,6136,204,1302,2279,1454,629,178,90,716,20390,4726,469,4526,5920,61,70,10,16,20,398,4441,5839,2020203
02020204,Urbanstraße,6752,307,1468,2522,1604,561,211,79,621,21917,4818,486,4680,6569,5,5,2,2,4,479,4673,6560,2020204
02020205,Chamissokiez,8064,344,1595,2833,2199,789,219,85,659,26747,6034,652,5759,7668,5,25,9,16,18,638,5718,7645,2020205
02020206,Graefekiez,10015,674,2312,3301,2429,958,226,115,883,31946,7296,656,7017,9672,7,4,7,10,14,642,7003,9651,2020206
02030301,Oranienplatz,3962,118,778,1424,1065,461,92,24,200,13263,2839,377,2670,3762,10,7,6,9,12,361,2653,3740,2030301
02030302,Lausitzer Platz,6648,284,1604,2254,1703,608,125,70,532,21388,4660,482,4519,6487,5,4,5,16,10,472,4499,6472,2030302
02030401,Reichenberger Straße,8321,771,2133,2950,1686,583,141,57,442,24834,5799,552,5650,8113,6,8,2,8,4,544,5635,8103,2030401
02030402,Wrangelkiez,5722,357,1201,2014,1483,496,113,58,433,18324,4110,392,3918,5471,2,4,1,2,2,389,3912,5467,2030402
02040501,Barnimkiez,2836,83,287,694,1178,582,11,1,9,10436,1744,78,1742,2832,–,–,1,1,2,77,1740,2830,2040501
02040502,Friedenstraße,4340,168,956,1609,1176,370,49,12,92,13847,2834,240,2787,4258,2,3,5,16,10,233,2769,4246,2040502
02040503,Richard-Sorge-Viertel,6245,266,1347,2553,1440,505,100,34,260,19764,4202,399,4129,6151,16,24,–,–,–,383,4105,6135,2040503
02040701,Andreasviertel,7007,763,1101,2765,1743,582,33,20,168,21508,4371,238,4183,6583,1,1,–,–,–,237,4182,6582,2040701
02040702,Weberwiese,6850,975,1487,2461,1530,334,40,23,185,19547,4492,393,4346,6606,23,26,3,5,6,367,4315,6577,2040702
02040703,Wriezener Bahnhof/ Entwicklungsgebiet,697,61,396,52,141,30,16,1,7,1826,420,25,418,693,1,1,–,–,–,24,417,692,2040703
02050601,Hausburgviertel,5413,275,1568,2300,997,227,44,2,14,15712,3494,318,3461,5367,3,1,1,1,2,314,3458,5362,2050601
02050602,Samariterviertel,12028,602,2939,4553,2941,806,129,58,470,37177,8322,711,8186,11843,6,6,8,14,16,697,8165,11821,2050602
02050801,Traveplatz,11461,667,3007,4303,2530,800,108,46,362,34720,7592,749,7489,11326,9,8,6,11,12,734,7470,11305,2050801
02050802,Boxhagener Platz,12395,739,3312,4973,2554,635,130,52,418,36871,8459,717,8306,12174,6,8,–,–,–,711,8298,12168,2050802
02050803,Stralauer Kiez,4564,171,963,1720,1423,223,23,41,329,14531,3158,299,3115,4508,–,–,1,1,2,298,3113,4506,2050803
02050804,Stralauer Halbinsel,1866,41,306,674,524,176,102,43,315,6578,1691,240,1690,1865,94,156,4,9,8,142,1526,1763,2050804
