id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
04020314,Messegelände,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4020314
04030415,Schloßgarten,1877,198,898,363,302,60,29,27,236,5001,1142,81,1031,1601,3,3,3,5,6,75,1024,1592,4030415
04030416,Klausenerplatz,5222,363,1005,1838,1445,449,88,34,286,16726,3638,423,3556,5004,9,11,2,5,4,412,3541,4991,4030416
04030417,Schloßstraße,6016,142,1108,2183,1667,649,181,86,686,20592,4587,393,4424,5886,10,13,6,11,12,377,4400,5864,4030417
04030518,Tegeler Weg,5506,139,987,2292,1418,485,142,43,395,18333,3693,402,3514,5221,1,1,1,2,2,400,3512,5218,4030518
04030519,Kaiserin-Augusta-Allee,3287,100,569,1417,912,224,59,6,47,10658,2332,227,2289,3243,7,4,1,2,2,219,2283,3234,4030519
04030620,Alt-Lietzow,4941,182,1200,1882,1060,462,91,64,505,15829,3416,303,3278,4713,13,15,1,1,2,289,3262,4698,4030620
04030621,Spreestadt,2112,254,606,878,270,85,15,4,35,5730,1424,115,1356,1985,1,0,1,2,2,113,1354,1982,4030621
04030622,Richard-Wagner-Straße,6065,253,1471,2131,1470,542,126,72,611,19545,4279,414,4115,5851,8,14,1,1,2,405,4100,5841,4030622
04030623,Ernst-Reuter-Platz,3105,336,723,1025,659,237,101,24,177,9461,2121,150,2035,2966,4,4,1,2,2,145,2029,2960,4030623
04030724,Lietzensee,3450,149,599,1227,793,398,186,98,743,12049,2829,209,2734,3344,5,9,5,7,10,199,2718,3329,4030724
04030725,Amtsgerichtsplatz,6347,366,1066,2014,1641,776,303,181,1425,22227,5250,409,5044,6039,5,3,4,7,8,400,5035,6026,4030725
04030726,Droysenstraße,3096,183,520,925,752,440,200,76,695,11101,2652,163,2543,2990,1,2,–,–,–,162,2541,2989,4030726
04030827,Karl-August-Platz,6487,495,1404,2174,1666,519,156,73,575,20595,4620,393,4378,6186,7,5,2,2,4,384,4371,6175,4030827
04030828,Savignyplatz,5539,330,1154,1769,1274,619,258,135,1035,18719,4458,372,4307,5387,7,7,4,9,8,361,4290,5372,4030828
04030929,Hindemithplatz,3330,80,520,957,941,448,225,159,1262,12607,3077,232,2947,3203,18,27,2,4,4,212,2915,3181,4030929
04030930,George-Grosz-Platz,3378,123,487,904,896,505,295,168,1332,13020,3449,212,3128,3103,6,8,2,4,4,204,3116,3093,4030930
04030931,Breitscheidplatz,2042,50,310,685,522,250,109,116,956,7673,1956,99,1537,1656,1,5,3,4,6,95,1528,1649,4030931
04031032,Halensee,8759,435,1585,3157,2027,946,385,224,1714,29938,6966,591,6805,8603,5,5,7,15,14,579,6786,8584,4031032
04041133,Güterbahnhof Grunewald,39,–,3,18,11,–,–,7,70,174,51,18,51,39,6,11,9,26,18,3,15,15,4041133
04041134,Bismarckallee,2758,230,427,593,604,403,241,260,2269,11009,2985,779,2899,2625,390,716,82,254,164,307,1929,2071,4041134
04041135,Hundekehle,1558,32,127,404,376,240,142,237,2121,7175,2046,539,1905,1439,307,660,45,136,90,187,1109,1042,4041135
04041136,Hagenplatz,1763,81,179,432,423,287,149,212,1913,7669,2158,541,2103,1727,253,492,57,168,114,231,1443,1360,4041136
04041137,Flinsberger Platz,4779,229,647,1470,1560,560,196,117,933,17082,3635,610,3526,4691,97,156,20,46,40,493,3325,4554,4041137
04041238,Kissinger Straße,3223,60,513,953,1072,374,137,114,925,11850,2729,402,2541,2974,78,143,14,33,28,310,2366,2868,4041238
04041239,Stadion Wilmersdorf,46,3,7,11,23,1,1,–,–,153,28,7,25,41,3,3,–,–,–,4,22,38,4041239
04041240,Messelpark,853,24,71,140,238,160,82,138,1178,4008,1070,358,1052,822,220,416,37,117,74,101,519,528,4041240
04041241,Breite Straße,3796,89,551,1237,1070,557,238,54,421,13816,2992,561,2973,3773,145,186,10,22,20,406,2765,3608,4041241
04041342,Schlangenbader Straße,2520,36,843,851,547,145,75,23,171,7809,1612,170,1603,2512,1,1,–,–,–,169,1602,2511,4041342
04041343,Binger Straße,2023,75,273,677,540,241,137,80,645,7484,1614,265,1582,1984,51,107,22,58,44,192,1416,1889,4041343
04041344,Rüdesheimer Platz,5864,94,1762,1903,1147,578,225,155,1205,19360,4499,615,4443,5781,87,128,10,30,20,518,4286,5674,4041344
04051445,Eisenzahnstraße,3577,255,703,1257,956,237,103,66,557,11616,2424,313,2360,3488,38,72,6,13,12,269,2275,3438,4051445
04051446,Preußenpark,6052,327,1029,1819,1526,769,379,203,1510,21575,5064,395,4916,5895,9,14,–,–,–,386,4902,5886,4051446
04051447,Ludwigkirchplatz,3183,196,690,1052,777,295,120,53,405,10440,2423,205,2309,2970,4,4,–,–,–,201,2305,2966,4051447
04051448,Schaperstraße,5330,397,1095,1656,1221,529,250,182,1389,17973,4232,328,4013,5103,9,8,2,4,4,317,4000,5090,4051448
04051549,Rathaus Wilmersdorf,2349,125,417,668,825,209,61,44,363,8037,1646,249,1619,2313,45,75,11,25,22,193,1519,2246,4051549
04051550,Leon-Jessel-Platz,3058,137,563,1075,784,354,99,46,359,10347,2308,184,2116,2816,1,1,3,5,6,180,2110,2809,4051550
04051551,Brabanter Platz,2361,85,575,706,631,259,82,23,199,7863,1708,158,1677,2332,–,–,1,2,2,157,1675,2330,4051551
04051652,Nikolsburger Platz,5369,244,1086,1854,1241,526,257,161,1263,18377,4296,314,4152,5162,4,4,3,7,6,307,4142,5152,4051652
04051653,Prager Platz,3929,188,899,1197,915,412,178,140,1072,13437,3080,230,3033,3829,3,3,3,5,6,224,3026,3820,4051653
04051654,Wilhelmsaue,1849,134,360,777,382,144,35,17,127,5770,1281,136,1268,1836,6,8,3,5,6,127,1255,1824,4051654
04051655,Babelsberger Straße,3856,209,631,1514,1000,356,100,46,373,12766,2852,242,2785,3750,1,0,4,7,8,237,2777,3741,4051655
04051656,Hildegardstraße,3913,139,637,1322,989,515,229,82,630,13914,3114,264,3023,3813,2,3,1,2,2,261,3018,3809,4051656
04061757,Forst Grunewald,36,4,5,11,5,4,3,4,45,150,43,18,38,28,12,21,4,10,8,2,7,8,4061757
