id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
040101,10161.0,127.0,2022.0,3807.0,3195.0,850.0,95.0,65.0,550.0,33742.0,6219.0,971.0,6188.0,10129.0,194.0,264.0,24.0,37.0,48.0,753.0,5887.0,9887.0,12030306
040202,6500.0,338.0,698.0,1444.0,1778.0,802.0,556.0,884.0,7190.0,27714.0,6436.0,2098.0,6223.0,6151.0,1497.0,2364.0,178.0,368.0,356.0,423.0,3488.0,4298.0,24121239
040203,15653.0,1058.0,2340.0,4721.0,4041.0,1978.0,806.0,709.0,5834.0,56625.0,12716.0,1836.0,12173.0,14626.0,410.0,768.0,104.0,281.0,208.0,1322.0,11124.0,14008.0,20101560
040304,12945.0,696.0,2938.0,4352.0,3363.0,1154.0,298.0,144.0,1165.0,41803.0,9188.0,885.0,8838.0,12323.0,20.0,24.0,8.0,16.0,16.0,857.0,8799.0,12287.0,12091248
040305,8611.0,240.0,1533.0,3630.0,2271.0,687.0,201.0,49.0,442.0,28363.0,5846.0,619.0,5624.0,8282.0,8.0,5.0,2.0,4.0,4.0,609.0,5617.0,8270.0,8061037
040306,15924.0,834.0,3966.0,5846.0,3453.0,1325.0,336.0,164.0,1328.0,50085.0,11080.0,978.0,10665.0,15310.0,26.0,33.0,4.0,6.0,8.0,948.0,10626.0,15276.0,16122486
040307,12849.0,700.0,2174.0,4152.0,3174.0,1605.0,689.0,355.0,2863.0,45222.0,10698.0,781.0,10313.0,12367.0,10.0,12.0,9.0,14.0,18.0,762.0,10288.0,12339.0,12092175
040308,11887.0,774.0,2490.0,3939.0,2936.0,1128.0,414.0,206.0,1596.0,39035.0,9016.0,760.0,8620.0,11432.0,14.0,12.0,6.0,11.0,12.0,740.0,8597.0,11406.0,8061655
040309,8721.0,247.0,1315.0,2539.0,2348.0,1200.0,630.0,442.0,3543.0,33209.0,8447.0,541.0,7576.0,7937.0,25.0,40.0,7.0,12.0,14.0,509.0,7524.0,7898.0,12092790
040310,8745.0,434.0,1582.0,3148.0,2027.0,946.0,384.0,224.0,1714.0,29898.0,6956.0,590.0,6794.0,8589.0,5.0,5.0,7.0,15.0,14.0,578.0,6775.0,8570.0,4031032
040411,10864.0,567.0,1375.0,2902.0,2971.0,1489.0,726.0,834.0,7315.0,43023.0,10842.0,2480.0,10451.0,10488.0,1052.0,2034.0,213.0,630.0,426.0,1215.0,7788.0,9010.0,20205675
040412,7914.0,175.0,1139.0,2345.0,2401.0,1092.0,458.0,304.0,2510.0,29810.0,6811.0,1327.0,6584.0,7606.0,446.0,748.0,61.0,172.0,122.0,820.0,5665.0,7038.0,16164958
040413,10407.0,205.0,2878.0,3431.0,2234.0,964.0,437.0,258.0,2021.0,34653.0,7725.0,1050.0,7628.0,10277.0,139.0,236.0,32.0,88.0,64.0,879.0,7304.0,10074.0,12124029
040514,18123.0,1174.0,3515.0,5780.0,4475.0,1825.0,851.0,503.0,3854.0,61529.0,14110.0,1240.0,13565.0,17437.0,60.0,98.0,8.0,17.0,16.0,1172.0,13450.0,17361.0,16205786
040515,7761.0,348.0,1553.0,2448.0,2237.0,821.0,241.0,113.0,921.0,26218.0,5655.0,591.0,5406.0,7454.0,46.0,76.0,15.0,32.0,30.0,530.0,5297.0,7378.0,12154650
040516,18727.0,913.0,3574.0,6557.0,4494.0,1945.0,798.0,446.0,3465.0,63686.0,14472.0,1175.0,14110.0,18201.0,16.0,18.0,14.0,26.0,28.0,1145.0,14067.0,18157.0,20258270
040617,36.0,4.0,5.0,11.0,5.0,4.0,3.0,4.0,45.0,150.0,43.0,18.0,38.0,28.0,12.0,21.0,4.0,10.0,8.0,2.0,7.0,8.0,4061757
