id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
080101,17341,1481.0,4990,6876,2869,835,211,79.0,617.0,49623,10758,1094,10594,17127,12.0,11.0,6.0,10.0,12.0,1076,10573,17103,32040466
080102,18777,1324.0,5280,7288,3565,989,248,83.0,665.0,55106,12324,1370,11949,18204,30.0,33.0,6.0,12.0,12.0,1334,11904,18162,32040850
080103,21464,1278.0,5672,8532,4277,1326,267,112.0,894.0,64452,14075,1469,13818,21123,18.0,14.0,5.0,6.0,10.0,1446,13799,21095,24030906
080104,20188,845.0,4958,8242,4422,1374,265,82.0,656.0,62291,13272,1458,13000,19803,37.0,41.0,12.0,24.0,24.0,1409,12936,19742,32041622
080105,6534,581.0,1573,1429,1617,1113,203,18.0,140.0,21405,4116,697,3945,6141,227.0,227.0,23.0,37.0,46.0,447,3680,5868,24031527
080206,22552,1067.0,5514,8287,4572,1889,865,358.0,2849.0,72728,14960,5326,14696,22010,3169.0,3321.0,183.0,308.0,366.0,1974,11069,18475,56144354
080207,14672,656.0,2617,3741,4448,2066,689,455.0,3530.0,52899,11018,4178,10866,14398,2965.0,3294.0,195.0,361.0,390.0,1018,7211,11043,24062181
080308,19130,958.0,4154,6525,5699,1616,125,53.0,435.0,60902,13029,880,12980,19047,138.0,169.0,5.0,10.0,10.0,737,12801,18899,24092490
080409,4870,101.0,696,1248,1635,691,303,196.0,1535.0,18585,3863,1335,3746,4654,873.0,1077.0,121.0,239.0,242.0,341,2430,3539,24122799
080410,20151,254.0,1943,5021,5280,4150,2158,1345.0,10630.0,84651,18254,10525,18055,19925,8488.0,9759.0,929.0,1707.0,1858.0,1108,6588,9579,48246225
