id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
110101,2224,81.0,141,361,505,663,310,163,1297,9938,2216,1648,2169,2160,1467.0,1672.0,89.0,149.0,178.0,92,348,515,33030306
110102,15448,391.0,1862,3605,6872,2459,241,18,144,56303,9504,1010,9395,15302,121.0,143.0,2.0,5.0,4.0,887,9247,15177,44040822
110103,14935,558.0,2899,3409,5639,2162,241,27,211,51606,9236,598,9174,14659,77.0,84.0,0.0,0.0,0.0,521,9089,14582,33030927
110204,7901,207.0,947,1852,2444,1751,445,255,1966,30824,6127,2266,6078,7849,1723.0,1979.0,100.0,170.0,200.0,443,3929,5926,22040823
110205,17609,769.0,2727,6430,4923,2107,432,221,1764,60096,11926,2210,11753,17237,866.0,1048.0,109.0,210.0,218.0,1235,10495,16153,44082058
110306,20127,1234.0,3951,6459,6229,2061,166,27,227,64957,11458,692,11110,18879,3.0,2.0,3.0,11.0,6.0,686,11096,18870,33091854
110307,16469,825.0,3770,5473,4679,1352,312,58,502,52634,10690,1860,10289,15765,561.0,728.0,14.0,26.0,28.0,1285,9536,15176,22061441
110308,5149,303.0,774,1011,1824,1045,186,6,53,18574,3311,117,3141,4783,3.0,4.0,1.0,2.0,2.0,113,3136,4778,11030824
110409,2138,85.0,569,693,572,168,31,20,166,6782,1562,241,1535,2105,11.0,16.0,1.0,4.0,2.0,229,1514,2092,11040925
