id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
050101,13727,369.0,2400,5119,3709,1245,491,394,3556,48089,10010,2971,9874,13546,1640,1904,183.0,340.0,366.0,1148,7630,11540,15030306
050102,20667,394.0,2892,7483,6129,2473,805,491,3929,74267,14685,4222,14580,20525,2577,3002,232.0,410.0,464.0,1413,11167,17484,30061239
050103,18561,842.0,3606,7632,4786,1306,237,152,1236,59282,12190,1914,11681,17885,147,178,43.0,73.0,86.0,1724,11431,17652,30061899
050204,11775,397.0,1306,3500,3443,1723,881,525,4114,45296,9311,4533,9245,11695,3455,3852,350.0,600.0,700.0,728,4793,7540,30122505
050205,13512,59.0,2182,3863,4576,1810,560,462,3688,50414,10345,2958,10295,13454,2020,2501,243.0,438.0,486.0,695,7357,10948,20082090
050206,20586,420.0,3373,8264,5844,1832,484,369,2949,70347,14594,2907,14326,20166,902,1165,132.0,273.0,264.0,1873,12890,19000,25103135
050307,7764,205.0,1030,3059,2534,698,183,55,428,26594,5063,1424,4996,7636,679,727,32.0,55.0,64.0,713,4213,6893,10061461
050308,6334,338.0,1046,2760,1261,692,167,70,532,20748,4355,807,4289,6242,210,227,10.0,17.0,20.0,587,4045,6012,10061665
050409,8778,80.0,475,918,1974,2653,1510,1168,9296,43301,9992,6752,9874,8638,6027,7666,384.0,782.0,768.0,341,1425,1843,25204680
