id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
0401,10161.0,127.0,2022.0,3806.0,3196.0,850.0,95.0,65.0,550.0,33743.0,6219.0,971.0,6188.0,10129.0,194.0,264.0,24.0,37.0,48.0,753.0,5887.0,9887.0,12030306
0402,22211.0,1443.0,3040.0,6164.0,5828.0,2782.0,1357.0,1597.0,13047.0,84426.0,19176.0,3944.0,18411.0,20788.0,1915.0,3151.0,283.0,653.0,566.0,1746.0,14604.0,18307.0,44222799
0403,81019.0,4188.0,16415.0,28002.0,19761.0,8108.0,2953.0,1592.0,12731.0,271057.0,62350.0,5203.0,59523.0,77494.0,109.0,133.0,47.0,86.0,94.0,5047.0,59306.0,77291.0,72552423
0404,29761.0,1062.0,5609.0,8843.0,7680.0,3547.0,1624.0,1396.0,11843.0,108851.0,25770.0,4866.0,25048.0,28896.0,1630.0,3001.0,305.0,883.0,610.0,2931.0,21164.0,26656.0,48494662
0405,45208.0,2607.0,8754.0,14979.0,11299.0,4610.0,1897.0,1062.0,8247.0,152927.0,34669.0,3027.0,33477.0,43530.0,122.0,193.0,37.0,75.0,74.0,2868.0,33211.0,43334.0,48618706
0406,36.0,4.0,5.0,11.0,5.0,4.0,3.0,4.0,45.0,150.0,43.0,18.0,38.0,28.0,12.0,21.0,4.0,10.0,8.0,2.0,7.0,8.0,4061757
