id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
11010101,218,–,27,48,63,45,21,14,110,911,193,102,175,190,65,84,20,38,40,17,54,85,11010101
11010102,1135,4,47,156,305,336,187,100,793,5381,1161,941,1151,1122,858,939,45,76,90,38,136,174,11010102
11010103,554,16,47,103,108,149,89,42,341,2471,566,411,548,532,358,430,23,36,46,30,82,128,11010103
11010204,4583,166,649,767,2224,757,15,5,38,16574,2917,224,2916,4582,–,–,–,–,–,224,2916,4582,11010204
11010205,3662,206,524,759,1561,566,40,6,49,12894,2253,162,2252,3661,–,–,–,–,–,162,2252,3661,11010205
11010206,3330,19,298,1064,1429,475,45,–,–,12168,2025,239,2024,3329,24,28,1,3,2,214,1993,3303,11010206
11010207,3726,–,391,923,1629,660,118,5,42,14117,2199,382,2199,3726,94,113,1,2,2,287,2084,3630,11010207
11010308,6254,173,1086,1650,2524,778,37,6,48,21551,3895,159,3889,6244,–,–,–,–,–,159,3889,6244,11010308
11010309,5029,69,1029,1108,1826,828,163,6,47,17920,3137,255,3133,5026,59,62,–,–,–,196,3071,4967,11010309
11010310,3081,25,591,594,1273,554,37,7,60,11133,1970,177,1969,3080,18,22,–,–,–,159,1947,3062,11010310
11020411,4109,147,407,837,1161,1009,345,203,1559,16790,3441,1823,3428,4094,1524,1712,92,155,184,207,1561,2386,11020411
11020412,3184,1,278,911,1228,696,33,37,288,12168,2207,303,2171,3148,78,92,4,7,8,221,2073,3062,11020412
11020513,1600,–,246,373,447,334,127,73,613,6444,1456,471,1423,1524,255,356,71,140,142,145,928,1127,11020513
11020514,5184,26,619,2447,1684,344,46,18,148,17485,3236,542,3145,5058,28,39,8,16,16,506,3090,5014,11020514
11020515,7922,460,1321,2583,2248,1080,177,53,388,26693,4997,419,4997,7922,30,33,–,–,–,389,4964,7892,11020515
11020516,1787,40,209,739,413,253,70,63,491,6503,1460,606,1457,1784,440,469,32,54,64,134,933,1280,11020516
11030617,3547,–,679,1350,1311,200,6,1,8,11696,1972,159,1966,3536,2,2,1,2,2,156,1961,3532,11030617
11030618,9230,242,1577,3142,3131,1097,27,14,104,31097,5534,349,5393,8947,1,0,1,2,2,347,5391,8944,11030618
11030619,6180,60,1621,1903,1720,741,131,4,29,20411,3593,176,3586,6173,–,–,–,–,–,176,3586,6173,11030619
11030720,2308,143,792,595,626,127,20,5,41,6812,1370,88,1304,2140,7,6,2,4,4,79,1294,2129,11030720
11030721,12689,251,2518,4599,3897,1086,291,47,418,42266,8327,1608,8045,12320,452,585,11,20,22,1145,7441,11846,11030721
11030824,5148,303,773,1011,1824,1045,186,6,53,18572,3310,117,3141,4783,3,4,1,2,2,113,3136,4778,11030824
11040925,1869,67,562,613,464,123,23,17,145,5784,1297,206,1270,1836,11,16,–,–,–,195,1253,1825,11040925
