id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
0410,9997,334.0,1362,3941,3598,721,12,29,218,33168,5981,891,5870,9762,38,32,5.0,9.0,10.0,848,5829,9714,8200203
0420,23120,2141.0,4161,6207,5710,2429,1215,1257,10049,81408,19647,3940,19099,21775,1861,3199,253.0,626.0,506.0,1826,15273,19408,37802263
0430,63610,4986.0,15396,22588,13774,4913,1422,531,4021,195756,45344,4242,43536,60315,98,104,41.0,69.0,82.0,4103,43362,60135,55906834
0440,31125,1069.0,4877,10546,8715,3381,1381,1156,9462,111974,26809,4911,26252,30334,1611,3189,261.0,757.0,522.0,3039,22310,28201,48408630
0450,68964,3876.0,15251,23698,15830,6360,2796,1153,8738,226106,53624,4722,51645,66318,207,277,69.0,147.0,138.0,4446,51223,65973,81019201
