id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
9010101,6698,350.0,1936,2538,1271,468,89.0,46,378,20172,4523,487,4469,6625,19.0,21.0,2.0,5.0,4.0,466,4443,6602,9010101
9010102,26,0.0,3,14,2,4,0.0,3,22,98,24,7,23,24,3.0,3.0,1.0,3.0,2.0,3,17,19,9010102
9010201,2227,18.0,362,576,818,331,88.0,34,252,8177,1738,228,1671,2159,0.0,0.0,2.0,4.0,4.0,226,1667,2155,9010201
9010202,4667,218.0,1439,1971,774,234,24.0,7,58,13477,2423,530,2396,4564,58.0,59.0,2.0,3.0,4.0,470,2334,4502,9010202
9010301,9292,224.0,2114,3319,2710,814,77.0,34,262,30043,5783,1071,5746,9240,65.0,87.0,9.0,16.0,18.0,997,5643,9157,9010301
9010302,1137,1.0,37,150,313,343,194.0,99,767,5423,1210,1020,1203,1131,947.0,1051.0,57.0,103.0,114.0,16,50,70,9010302
9010401,4921,273.0,583,1949,1621,323,116.0,56,432,16513,3208,1096,3139,4755,608.0,620.0,36.0,59.0,72.0,452,2460,4075,9010401
9010402,6069,317.0,1217,2097,1405,599,268.0,166,1279,20544,4497,1492,4417,5974,843.0,1071.0,69.0,128.0,138.0,580,3219,4993,9010402
9020501,4150,453.0,1188,1621,639,166,37.0,46,349,11649,2592,461,2535,4031,172.0,163.0,4.0,8.0,8.0,285,2365,3851,9020501
9020502,8775,773.0,1099,3868,2499,440,66.0,30,263,27430,5373,910,5202,8358,65.0,65.0,9.0,19.0,18.0,836,5118,8275,9020502
9020601,5079,530.0,1065,1863,1185,398,29.0,9,76,15229,3266,435,3189,4992,9.0,16.0,0.0,0.0,0.0,426,3173,4983,9020601
9020602,1972,92.0,201,792,572,214,68.0,33,248,6884,1315,630,1272,1854,473.0,431.0,12.0,19.0,24.0,145,822,1357,9020602
9020701,1384,367.0,354,408,185,45,1.0,24,304,3574,927,114,903,1316,34.0,26.0,1.0,2.0,2.0,79,875,1280,9020701
9020702,9809,462.0,2178,3654,2357,851,193.0,114,925,31546,6469,2027,6350,9683,992.0,952.0,65.0,109.0,130.0,970,5289,8561,9020702
9020801,1704,16.0,141,659,691,121,46.0,30,228,6148,1140,283,1133,1699,101.0,124.0,21.0,34.0,42.0,161,975,1556,9020801
9020802,4486,165.0,765,1498,1560,415,22.0,61,494,15130,2919,533,2869,4398,99.0,117.0,17.0,39.0,34.0,417,2712,4265,9020802
9030901,6530,217.0,560,1419,1743,1478,740.0,373,2883,27279,5948,3832,5833,6281,3253.0,3614.0,213.0,376.0,426.0,366,1843,2602,9030901
9030902,2807,63.0,658,645,983,414,43.0,1,9,9583,1780,140,1727,2704,0.0,0.0,0.0,0.0,0.0,140,1727,2704,9030902
9030903,3601,37.0,843,1393,543,422,269.0,94,740,12538,2946,1351,2934,3566,1018.0,1116.0,39.0,72.0,78.0,294,1746,2470,9030903
9031001,5988,139.0,384,1442,1443,1442,787.0,351,2755,25692,5346,3973,5265,5856,3359.0,3555.0,292.0,495.0,584.0,322,1215,1913,9031001
9031101,3703,125.0,621,948,1180,528,167.0,134,1077,13650,2922,1014,2886,3662,593.0,718.0,67.0,134.0,134.0,354,2034,2935,9031101
9031201,897,7.0,44,184,224,206,145.0,87,706,4149,961,669,955,889,574.0,683.0,52.0,99.0,104.0,43,174,211,9031201
9031202,1199,8.0,99,201,312,277,167.0,135,1086,5530,1285,896,1260,1159,774.0,934.0,79.0,151.0,158.0,43,176,227,9031202
9041301,8187,116.0,776,2388,3108,1186,453.0,160,1253,31165,5850,2243,5827,8157,1644.0,1769.0,87.0,149.0,174.0,512,3909,6339,9041301
9041302,956,0.0,38,244,337,164,92.0,81,661,4189,1006,400,1003,953,247.0,358.0,57.0,111.0,114.0,96,534,592,9041302
9041401,2898,336.0,597,1048,722,127,54.0,14,122,8643,1966,154,1923,2692,50.0,61.0,5.0,12.0,10.0,99,1851,2632,9041401
9041402,747,1.0,79,140,235,212,48.0,32,240,3107,621,352,619,745,295.0,298.0,11.0,22.0,22.0,46,300,428,9041402
9041501,4173,132.0,648,1517,1313,467,68.0,28,223,14197,2821,485,2765,4100,68.0,91.0,27.0,55.0,54.0,390,2619,3978,9041501
9041601,3163,11.0,177,664,936,723,442.0,210,1669,14037,3157,2532,3132,3134,2273.0,2447.0,161.0,289.0,322.0,98,396,539,9041601
9051701,2321,289.0,110,604,960,229,82.0,47,366,8164,1522,462,1445,2026,164.0,210.0,32.0,64.0,64.0,266,1170,1798,9051701
9051702,7909,108.0,691,2524,3052,1058,296.0,180,1432,29768,6006,1815,5852,7710,723.0,831.0,183.0,361.0,366.0,909,4660,6621,9051702
9051801,4529,28.0,371,892,1200,988,619.0,431,3386,20286,4642,3181,4549,4376,2666.0,3103.0,315.0,605.0,630.0,200,840,1080,9051801
9051901,6779,290.0,1198,2562,2042,559,102.0,26,218,22165,4848,777,4760,6652,101.0,121.0,17.0,31.0,34.0,659,4609,6517,9051901
9052001,7504,102.0,594,2052,2858,1149,452.0,297,2359,29694,5642,2619,5554,7367,1724.0,1969.0,177.0,303.0,354.0,718,3281,5289,9052001
